"tier";"classe";"slot";"item";"valorNpcOutput";"quantidadeGathering";"quantidadeDrops";"valorNpcIngredientes";"duracaoCraftSegundos";"xpCraft";"craftsBancadaPorHora";"valorOutputBancadaPorHora";"custoOportunidadeBancadaPorHora";"liquidoEconomicoBancadaPorHora";"horasGathering";"horasDrops";"horasCraft";"horasCicloAutossuficiente";"custoPocoesCiclo";"valorOutputAutossuficientePorHora";"goldLiquidoAutossuficientePorHora";"diferencaVsVenderIngredientesPorHora"
"5";"Assassino";"MAIN_HAND";"Espada de Lâmina Selada";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.504";"0.05";"4.1801";"1687.91";"771.75";"367.96";"-2204.72"
"5";"Assassino";"MAIN_HAND";"Adagas de Contenção Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.504";"0.05";"4.1801";"1687.91";"771.75";"367.96";"-2204.72"
"5";"Assassino";"OFF_HAND";"Bombas de Quarentena Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.7502";"0.05";"4.4263";"1964.19";"728.83";"285.07";"-2144.51"
"5";"Assassino";"HEAD";"Capuz de Quarentena Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"4.698";"0.05";"7.374";"5272.31";"437.48";"-277.5";"-1735.87"
"5";"Assassino";"ARMOR";"Traje de Quarentena Furtiva";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.7502";"0.05";"4.4263";"1964.19";"728.83";"285.07";"-2144.51"
"5";"Assassino";"PANTS";"Perneiras de Quarentena Leve";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"2.9754";"0.05";"5.6514";"3339.13";"570.83";"-20.02";"-1922.9"
"5";"Assassino";"BOOTS";"Sapatilhas de Quarentena Selada";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"4.698";"0.05";"7.374";"5272.31";"437.48";"-277.5";"-1735.87"
"5";"Médico";"MAIN_HAND";"Serra de Contenção Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.4876";"0.05";"4.1637";"922.02";"774.8";"553.35";"-2029.46"
"5";"Médico";"MAIN_HAND";"Desfibrilador de Quarentena";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.4876";"0.05";"4.1637";"922.02";"774.8";"553.35";"-2029.46"
"5";"Médico";"OFF_HAND";"Injetor de Quarentena Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.7311";"0.05";"4.4072";"1072.94";"731.99";"488.53";"-1951.57"
"5";"Médico";"HEAD";"Máscara de Quarentena Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"4.6467";"0.05";"7.3228";"2880";"440.54";"47.25";"-1421.32"
"5";"Médico";"ARMOR";"Colete de Quarentena Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.7311";"0.05";"4.4072";"1072.94";"731.99";"488.53";"-1951.57"
"5";"Médico";"PANTS";"Calças de Quarentena Leve";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"2.9429";"0.05";"5.619";"1824";"574.13";"249.51";"-1664.36"
"5";"Médico";"BOOTS";"Sapatos de Quarentena Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"4.6467";"0.05";"7.3228";"2880";"440.54";"47.25";"-1421.32"
"5";"Atirador";"MAIN_HAND";"Rifle de Contenção Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.4876";"0.05";"4.1637";"1622.5";"774.8";"385.11";"-2197.7"
"5";"Atirador";"MAIN_HAND";"Pistola de Quarentena Selada";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.4876";"0.05";"4.1637";"1622.5";"774.8";"385.11";"-2197.7"
"5";"Atirador";"OFF_HAND";"Carregador de Quarentena Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.7311";"0.05";"4.4072";"1888.08";"731.99";"303.58";"-2136.53"
"5";"Atirador";"HEAD";"Viseira de Quarentena Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"4.6467";"0.05";"7.3228";"5068.01";"440.54";"-251.55";"-1720.12"
"5";"Atirador";"ARMOR";"Jaqueta de Quarentena Balística";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"1.7311";"0.05";"4.4072";"1888.08";"731.99";"303.58";"-2136.53"
"5";"Atirador";"PANTS";"Cargueiras de Quarentena Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"2.9429";"0.05";"5.619";"3209.74";"574.13";"2.89";"-1910.98"
"5";"Atirador";"BOOTS";"Coturnos de Quarentena Verde";"3226";"150";"46";"10754";"180";"202";"20";"64520";"215080";"-150560";"2.6261";"4.6467";"0.05";"7.3228";"5068.01";"440.54";"-251.55";"-1720.12"
