sessionLabel,sessionHours,huntingLevel,potionQuantity,tier,level,className,mapName,hp,potionHealAmount,secondsPerFind,ttkSeconds,secondsPerMob,maxKillsByTime,kills,xp,xpPerScheduledHour,xpPerActiveHour,xpPerPotion,potionsUsed,potionsNeededForFullSession,potionCoveragePercent,completionPercent,hoursUntilStop,damagePerHour,finalHpPercent,riskLevel,xpVsBestPercent
"6h",6,10,0,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,591,566,9056,1509.33,1574.44,9056,0,7,0,95.9,5.75,213.53,0,"HIGH",100
"6h",6,10,5,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,591,591,9456,1576,1576,1891.2,5,7,71.4,100,6,213.75,28.2,"MEDIUM",100
"6h",6,10,10,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,591,591,9456,1576,1576,1350.86,7,7,142.9,100,6,213.75,41.21,"MEDIUM",100
"6h",6,10,20,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,591,591,9456,1576,1576,1350.86,7,7,285.7,100,6,213.75,41.21,"MEDIUM",100
"6h",6,10,50,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,591,591,9456,1576,1576,1350.86,7,7,714.3,100,6,213.75,41.21,"MEDIUM",100
"6h",6,10,100,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,591,591,9456,1576,1576,1350.86,7,7,999,100,6,213.75,41.21,"MEDIUM",100
"12h",12,10,0,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,1182,566,9056,754.67,1574.44,9056,0,23,0,47.9,5.75,213.53,0,"HIGH",100
"12h",12,10,5,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,1182,750,12000,1000,1575.12,2400,5,23,21.7,63.5,7.62,213.63,0,"HIGH",100
"12h",12,10,10,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,1182,935,14960,1246.67,1575.53,1496,10,23,43.5,79.1,9.5,213.68,0,"HIGH",100
"12h",12,10,20,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,1182,1182,18912,1576,1576,945.6,20,23,87,100,12,213.75,21.49,"HIGH",100
"12h",12,10,50,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,1182,1182,18912,1576,1576,822.26,23,23,217.4,100,12,213.75,41.01,"MEDIUM",100
"12h",12,10,100,2,20,"Lutador","Distrito da Ferrugem",1229,80,12,24.52,36.52,1182,1182,18912,1576,1576,822.26,23,23,434.8,100,12,213.75,41.01,"MEDIUM",100
"6h",6,10,0,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,619,200,2940,490,1509.65,2940,0,13,0,32.5,1.95,206.42,0,"HIGH",32.5
"6h",6,10,5,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,619,399,5865,977.5,1513.33,1173,5,13,38.5,64.6,3.88,206.94,0,"HIGH",62
"6h",6,10,10,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,619,598,8791,1465.17,1514.74,879.1,10,13,76.9,96.7,5.8,207.11,0,"HIGH",93
"6h",6,10,20,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,619,619,9099,1516.5,1516.5,699.92,13,13,153.8,100,6,207.36,49.21,"MEDIUM",96.2
"6h",6,10,50,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,619,619,9099,1516.5,1516.5,699.92,13,13,384.6,100,6,207.36,49.21,"MEDIUM",96.2
"6h",6,10,100,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,619,619,9099,1516.5,1516.5,699.92,13,13,769.2,100,6,207.36,49.21,"MEDIUM",96.2
"12h",12,10,0,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,1238,200,2940,245,1509.65,2940,0,28,0,16.2,1.95,206.42,0,"HIGH",32.5
"12h",12,10,5,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,1238,399,5865,488.75,1513.33,1173,5,28,17.9,32.3,3.88,206.94,0,"HIGH",48.9
"12h",12,10,10,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,1238,598,8791,732.58,1514.74,879.1,10,28,35.7,48.4,5.8,207.11,0,"HIGH",58.8
"12h",12,10,20,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,1238,996,14641,1220.08,1515.66,732.05,20,28,71.4,80.5,9.66,207.25,0,"HIGH",77.4
"12h",12,10,50,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,1238,1238,18199,1516.58,1516.58,649.96,28,28,178.6,100,12,207.36,38.21,"MEDIUM",96.2
"12h",12,10,100,2,20,"Assassino","Distrito da Ferrugem",402,80,12,22.88,34.88,1238,1238,18199,1516.58,1516.58,649.96,28,28,357.1,100,12,207.36,38.21,"MEDIUM",96.2
"6h",6,10,0,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,619,231,3396,566,1510.8,3396,0,11,0,37.5,2.25,188.06,0,"HIGH",37.5
"6h",6,10,5,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,619,450,6615,1102.5,1513.84,1323,5,11,45.5,72.8,4.37,188.46,0,"HIGH",70
"6h",6,10,10,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,619,619,9099,1516.5,1516.5,909.9,10,11,90.9,100,6,188.8,21.52,"HIGH",96.2
"6h",6,10,20,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,619,619,9099,1516.5,1516.5,827.18,11,11,181.8,100,6,188.8,40.38,"MEDIUM",96.2
"6h",6,10,50,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,619,619,9099,1516.5,1516.5,827.18,11,11,454.5,100,6,188.8,40.38,"MEDIUM",96.2
"6h",6,10,100,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,619,619,9099,1516.5,1516.5,827.18,11,11,909.1,100,6,188.8,40.38,"MEDIUM",96.2
"12h",12,10,0,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,1238,231,3396,283,1510.8,3396,0,25,0,18.7,2.25,188.06,0,"HIGH",37.5
"12h",12,10,5,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,1238,450,6615,551.25,1513.84,1323,5,25,20,36.4,4.37,188.46,0,"HIGH",55.1
"12h",12,10,10,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,1238,668,9820,818.33,1515,982,10,25,40,54,6.48,188.59,0,"HIGH",65.6
"12h",12,10,20,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,1238,1106,16258,1354.83,1515.81,812.9,20,25,80,89.4,10.73,188.71,0,"HIGH",86
"12h",12,10,50,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,1238,1238,18199,1516.58,1516.58,727.96,25,25,200,100,12,188.8,37.37,"MEDIUM",96.2
"12h",12,10,100,2,20,"Atirador","Distrito da Ferrugem",424,80,12,22.88,34.88,1238,1238,18199,1516.58,1516.58,727.96,25,25,400,100,12,188.8,37.37,"MEDIUM",96.2
"6h",6,10,0,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,587,461,7376,1229.33,1563.1,7376,0,7,0,78.6,4.72,235.44,0,"HIGH",81.4
"6h",6,10,5,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,587,587,9392,1565.33,1565.33,1878.4,5,7,71.4,100,6,235.78,17.75,"HIGH",99.3
"6h",6,10,10,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,587,587,9392,1565.33,1565.33,1341.71,7,7,142.9,100,6,235.78,35.73,"MEDIUM",99.3
"6h",6,10,20,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,587,587,9392,1565.33,1565.33,1341.71,7,7,285.7,100,6,235.78,35.73,"MEDIUM",99.3
"6h",6,10,50,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,587,587,9392,1565.33,1565.33,1341.71,7,7,714.3,100,6,235.78,35.73,"MEDIUM",99.3
"6h",6,10,100,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,587,587,9392,1565.33,1565.33,1341.71,7,7,999,100,6,235.78,35.73,"MEDIUM",99.3
"12h",12,10,0,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,1174,461,7376,614.67,1563.1,7376,0,22,0,39.3,4.72,235.44,0,"HIGH",81.4
"12h",12,10,5,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,1174,668,10688,890.67,1564.15,2137.6,5,22,22.7,56.9,6.83,235.6,0,"HIGH",89.1
"12h",12,10,10,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,1174,876,14016,1168,1564.71,1401.6,10,22,45.5,74.6,8.96,235.68,0,"HIGH",93.7
"12h",12,10,20,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,1174,1174,18784,1565.33,1565.33,939.2,20,22,90.9,100,12,235.78,25.42,"MEDIUM",99.3
"12h",12,10,50,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,1174,1174,18784,1565.33,1565.33,853.82,22,22,227.3,100,12,235.78,43.4,"MEDIUM",99.3
"12h",12,10,100,2,20,"Medico","Distrito da Ferrugem",1112,100,12,24.77,36.77,1174,1174,18784,1565.33,1565.33,853.82,22,22,454.5,100,12,235.78,43.4,"MEDIUM",99.3
"6h",6,10,0,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,491,243,6950,1158.33,2334.19,6950,0,15,0,49.6,2.98,581.9,0,"HIGH",100
"6h",6,10,5,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,491,362,10353,1725.5,2337.23,2070.6,5,15,33.3,73.8,4.43,582.68,0,"HIGH",100
"6h",6,10,10,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,491,480,13728,2288,2338.86,1372.8,10,15,66.7,97.8,5.87,583.08,0,"HIGH",100
"6h",6,10,20,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,491,491,14043,2340.5,2340.5,936.2,15,15,133.3,100,6,583.47,44.46,"MEDIUM",100
"6h",6,10,50,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,491,491,14043,2340.5,2340.5,936.2,15,15,333.3,100,6,583.47,44.46,"MEDIUM",100
"6h",6,10,100,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,491,491,14043,2340.5,2340.5,936.2,15,15,666.7,100,6,583.47,44.46,"MEDIUM",100
"12h",12,10,0,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,983,243,6950,579.17,2334.19,6950,0,35,0,24.8,2.98,581.9,0,"HIGH",100
"12h",12,10,5,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,983,362,10353,862.75,2337.23,2070.6,5,35,14.3,36.9,4.43,582.68,0,"HIGH",100
"12h",12,10,10,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,983,480,13728,1144,2338.86,1372.8,10,35,28.6,48.9,5.87,583.08,0,"HIGH",100
"12h",12,10,20,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,983,717,20506,1708.83,2340.44,1025.3,20,35,57.1,73,8.76,583.48,0,"HIGH",100
"12h",12,10,50,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,983,983,28114,2342.83,2342.83,803.26,35,35,142.9,100,12,584.07,37.1,"MEDIUM",100
"12h",12,10,100,3,30,"Lutador","Hospital Santa Ruína",1739,169,12,31.93,43.93,983,983,28114,2342.83,2342.83,803.26,35,35,285.7,100,12,584.07,37.1,"MEDIUM",100
"6h",6,10,0,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,523,69,1787,297.83,2225.79,1787,0,31,0,13.4,0.8,656.6,0,"HIGH",25.7
"6h",6,10,5,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,523,149,3859,643.17,2243.06,771.8,5,31,16.1,28.7,1.72,661.68,0,"HIGH",37.3
"6h",6,10,10,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,523,228,5905,984.17,2248.24,590.5,10,31,32.3,43.8,2.63,663.21,0,"HIGH",43
"6h",6,10,20,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,523,386,9997,1666.17,2252.25,499.85,20,31,64.5,74,4.44,664.4,0,"HIGH",71.2
"6h",6,10,50,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,523,523,13546,2257.67,2257.67,436.97,31,31,161.3,100,6,665.95,54.17,"MEDIUM",96.5
"6h",6,10,100,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,523,523,13546,2257.67,2257.67,436.97,31,31,322.6,100,6,665.95,54.17,"MEDIUM",96.5
"12h",12,10,0,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,1046,69,1787,148.92,2225.79,1787,0,64,0,6.7,0.8,656.6,0,"HIGH",25.7
"12h",12,10,5,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,1046,149,3859,321.58,2243.06,771.8,5,64,7.8,14.3,1.72,661.68,0,"HIGH",37.3
"12h",12,10,10,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,1046,228,5905,492.08,2248.24,590.5,10,64,15.6,21.9,2.63,663.21,0,"HIGH",43
"12h",12,10,20,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,1046,386,9997,833.08,2252.25,499.85,20,64,31.3,37,4.44,664.4,0,"HIGH",48.8
"12h",12,10,50,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,1046,861,22300,1858.33,2255.56,446,50,64,78.1,82.4,9.89,665.34,0,"HIGH",79.3
"12h",12,10,100,3,30,"Assassino","Hospital Santa Ruína",534,121,12,29.29,41.29,1046,1046,27091,2257.58,2257.58,423.3,64,64,156.3,100,12,665.95,53.66,"MEDIUM",96.4
"6h",6,10,0,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,523,74,1917,319.5,2228.53,1917,0,29,0,14.3,0.86,635.73,0,"HIGH",27.6
"6h",6,10,5,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,523,156,4040,673.33,2243.57,808,5,29,17.2,30,1.8,640.22,0,"HIGH",39
"6h",6,10,10,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,523,239,6190,1031.67,2248.73,619,10,29,34.5,45.9,2.75,641.64,0,"HIGH",45.1
"6h",6,10,20,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,523,404,10464,1744,2252.68,523.2,20,29,69,77.4,4.65,642.73,0,"HIGH",74.5
"6h",6,10,50,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,523,523,13546,2257.67,2257.67,467.1,29,29,172.4,100,6,644.16,40.55,"MEDIUM",96.5
"6h",6,10,100,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,523,523,13546,2257.67,2257.67,467.1,29,29,344.8,100,6,644.16,40.55,"MEDIUM",96.5
"12h",12,10,0,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,1046,74,1917,159.75,2228.53,1917,0,61,0,7.2,0.86,635.73,0,"HIGH",27.6
"12h",12,10,5,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,1046,156,4040,336.67,2243.57,808,5,61,8.2,15,1.8,640.22,0,"HIGH",39
"12h",12,10,10,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,1046,239,6190,515.83,2248.73,619,10,61,16.4,22.9,2.75,641.64,0,"HIGH",45.1
"12h",12,10,20,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,1046,404,10464,872,2252.68,523.2,20,61,32.8,38.7,4.65,642.73,0,"HIGH",51
"12h",12,10,50,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,1046,899,23284,1940.33,2255.66,465.68,50,61,82,86,10.32,643.6,0,"HIGH",82.8
"12h",12,10,100,3,30,"Atirador","Hospital Santa Ruína",550,122,12,29.29,41.29,1046,1046,27091,2257.58,2257.58,444.11,61,61,163.9,100,12,644.16,47.65,"MEDIUM",96.4
"6h",6,10,0,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,491,186,5320,886.67,2331.37,5320,0,16,0,38,2.28,689.58,0,"HIGH",76.5
"6h",6,10,5,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,491,306,8752,1458.67,2336.2,1750.4,5,16,31.3,62.4,3.75,691.03,0,"HIGH",84.5
"6h",6,10,10,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,491,426,12184,2030.67,2338.32,1218.4,10,16,62.5,86.8,5.21,691.66,0,"HIGH",88.8
"6h",6,10,20,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,491,491,14043,2340.5,2340.5,877.69,16,16,125,100,6,692.31,42.67,"MEDIUM",100
"6h",6,10,50,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,491,491,14043,2340.5,2340.5,877.69,16,16,312.5,100,6,692.31,42.67,"MEDIUM",100
"6h",6,10,100,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,491,491,14043,2340.5,2340.5,877.69,16,16,625,100,6,692.31,42.67,"MEDIUM",100
"12h",12,10,0,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,983,186,5320,443.33,2331.37,5320,0,36,0,19,2.28,689.58,0,"HIGH",76.5
"12h",12,10,5,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,983,306,8752,729.33,2336.2,1750.4,5,36,13.9,31.2,3.75,691.03,0,"HIGH",84.5
"12h",12,10,10,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,983,426,12184,1015.33,2338.32,1218.4,10,36,27.8,43.4,5.21,691.66,0,"HIGH",88.8
"12h",12,10,20,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,983,666,19048,1587.33,2340.26,952.4,20,36,55.6,67.8,8.14,692.25,0,"HIGH",92.9
"12h",12,10,50,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,983,983,28114,2342.83,2342.83,780.94,36,36,138.9,100,12,693.02,36.19,"MEDIUM",100
"12h",12,10,100,3,30,"Medico","Hospital Santa Ruína",1580,203,12,31.93,43.93,983,983,28114,2342.83,2342.83,780.94,36,36,277.8,100,12,693.02,36.19,"MEDIUM",100
"6h",6,10,0,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,423,164,7544,1257.33,3227.38,7544,0,23,0,39,2.34,965.41,0,"HIGH",100
"6h",6,10,5,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,423,233,10718,1786.33,3233.18,2143.6,5,23,21.7,55.3,3.32,967.14,0,"HIGH",100
"6h",6,10,10,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,423,302,13892,2315.33,3236.34,1389.2,10,23,43.5,71.5,4.29,968.09,0,"HIGH",100
"6h",6,10,20,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,423,423,19458,3243,3243,972.9,20,23,87,100,6,970.08,10.64,"HIGH",100
"6h",6,10,50,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,423,423,19458,3243,3243,846,23,23,217.4,100,6,970.08,35.85,"MEDIUM",100
"6h",6,10,100,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,423,423,19458,3243,3243,846,23,23,434.8,100,6,970.08,35.85,"MEDIUM",100
"12h",12,10,0,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,847,164,7544,628.67,3227.38,7544,0,54,0,19.5,2.34,965.41,0,"HIGH",100
"12h",12,10,5,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,847,233,10718,893.17,3233.18,2143.6,5,54,9.3,27.6,3.32,967.14,0,"HIGH",100
"12h",12,10,10,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,847,302,13892,1157.67,3236.34,1389.2,10,54,18.5,35.8,4.29,968.09,0,"HIGH",100
"12h",12,10,20,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,847,440,20240,1686.67,3239.7,1012,20,54,37,52.1,6.25,969.09,0,"HIGH",100
"12h",12,10,50,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,847,847,38962,3246.83,3246.83,779.24,50,54,92.6,100,12,971.23,4.7,"HIGH",100
"12h",12,10,100,4,40,"Lutador","Terminal dos Esquecidos",2261,190,12,39,51,847,847,38962,3246.83,3246.83,721.52,54,54,185.2,100,12,971.23,38.31,"MEDIUM",100
"6h",6,10,0,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,459,45,1868,311.33,3110.45,1868,0,51,0,10,0.6,1112.72,0,"HIGH",24.8
"6h",6,10,5,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,459,87,3611,601.83,3143.04,722.2,5,51,9.8,19.1,1.15,1124.52,0,"HIGH",33.7
"6h",6,10,10,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,459,130,5395,899.17,3154.46,539.5,10,51,19.6,28.5,1.71,1128.76,0,"HIGH",38.8
"6h",6,10,20,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,459,214,8881,1480.17,3163.94,444.05,20,51,39.2,46.8,2.81,1132.16,0,"HIGH",45.6
"6h",6,10,50,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,459,459,19049,3174.83,3174.83,380.98,50,51,98,100,6,1136.02,23.19,"HIGH",97.9
"6h",6,10,100,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,459,459,19049,3174.83,3174.83,373.51,51,51,196.1,100,6,1136.02,41.94,"MEDIUM",97.9
"12h",12,10,0,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,919,45,1868,155.67,3110.45,1868,0,105,0,5,0.6,1112.72,0,"HIGH",24.8
"12h",12,10,5,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,919,87,3611,300.92,3143.04,722.2,5,105,4.8,9.6,1.15,1124.52,0,"HIGH",33.7
"12h",12,10,10,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,919,130,5395,449.58,3154.46,539.5,10,105,9.5,14.3,1.71,1128.76,0,"HIGH",38.8
"12h",12,10,20,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,919,214,8881,740.08,3163.94,444.05,20,105,19,23.4,2.81,1132.16,0,"HIGH",43.9
"12h",12,10,50,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,919,469,19464,1622,3172.04,389.28,50,105,47.6,51.1,6.14,1135.03,0,"HIGH",50
"12h",12,10,100,4,40,"Assassino","Terminal dos Esquecidos",672,126,12,35,47,919,893,37060,3088.33,3175.21,370.6,100,105,95.2,97.3,11.67,1136.17,0,"HIGH",95.1
"6h",6,10,0,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,459,48,1992,332,3113.85,1992,0,48,0,10.7,0.64,1067.71,0,"HIGH",26.4
"6h",6,10,5,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,459,93,3860,643.33,3145.31,772,5,48,10.4,20.5,1.23,1078.36,0,"HIGH",36
"6h",6,10,10,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,459,138,5727,954.5,3155.85,572.7,10,48,20.8,30.2,1.81,1082.12,0,"HIGH",41.2
"6h",6,10,20,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,459,227,9421,1570.17,3164.95,471.05,20,48,41.7,49.6,2.98,1085.18,0,"HIGH",48.4
"6h",6,10,50,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,459,459,19049,3174.83,3174.83,396.85,48,48,104.2,100,6,1088.6,37.24,"MEDIUM",97.9
"6h",6,10,100,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,459,459,19049,3174.83,3174.83,396.85,48,48,208.3,100,6,1088.6,37.24,"MEDIUM",97.9
"12h",12,10,0,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,919,48,1992,166,3113.85,1992,0,100,0,5.3,0.64,1067.71,0,"HIGH",26.4
"12h",12,10,5,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,919,93,3860,321.67,3145.31,772,5,100,5,10.2,1.23,1078.36,0,"HIGH",36
"12h",12,10,10,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,919,138,5727,477.25,3155.85,572.7,10,100,10,15.1,1.81,1082.12,0,"HIGH",41.2
"12h",12,10,20,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,919,227,9421,785.08,3164.95,471.05,20,100,20,24.8,2.98,1085.18,0,"HIGH",46.5
"12h",12,10,50,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,919,495,20543,1711.92,3172.39,410.86,50,100,50,54,6.48,1087.76,0,"HIGH",52.7
"12h",12,10,100,4,40,"Atirador","Terminal dos Esquecidos",694,127,12,35,47,919,919,38139,3178.25,3178.25,381.39,100,100,100,100,12,1089.78,45.62,"MEDIUM",97.9
"6h",6,10,0,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,423,124,5704,950.67,3221.08,5704,0,25,0,29.5,1.77,1151.89,0,"HIGH",75.6
"6h",6,10,5,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,423,193,8878,1479.67,3230.32,1775.6,5,25,20,45.8,2.75,1155.19,0,"HIGH",82.8
"6h",6,10,10,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,423,262,12052,2008.67,3234.71,1205.2,10,25,40,62.1,3.73,1156.76,0,"HIGH",86.8
"6h",6,10,20,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,423,400,18400,3066.67,3238.96,920,20,25,80,94.7,5.68,1158.28,0,"HIGH",94.6
"6h",6,10,50,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,423,423,19458,3243,3243,778.32,25,25,200,100,6,1159.72,37.52,"MEDIUM",100
"6h",6,10,100,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,423,423,19458,3243,3243,778.32,25,25,400,100,6,1159.72,37.52,"MEDIUM",100
"12h",12,10,0,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,847,124,5704,475.33,3221.08,5704,0,56,0,14.8,1.77,1151.89,0,"HIGH",75.6
"12h",12,10,5,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,847,193,8878,739.83,3230.32,1775.6,5,56,8.9,22.9,2.75,1155.19,0,"HIGH",82.8
"12h",12,10,10,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,847,262,12052,1004.33,3234.71,1205.2,10,56,17.9,31,3.73,1156.76,0,"HIGH",86.8
"12h",12,10,20,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,847,400,18400,1533.33,3238.96,920,20,56,35.7,47.3,5.68,1158.28,0,"HIGH",90.9
"12h",12,10,50,4,40,"Medico","Terminal dos Esquecidos",2054,227,12,39,51,847,814,37444,3120.33,3243.07,748.88,50,56,89.3,96.2,11.55,1159.75,0,"HIGH",96.1
