tier,level,mapName,subMapName,className,rank,mobName,mobLevel,mobAttack,mobHp,baseWeight,averageWeight,probabilityPercent,expectedKillsPer1000,expectedDamagePerBattle,expectedMobHitDamage,expectedDodgeChancePercent,expectedCriticalChancePercent,noPotionBattles,potions25Battles,potions100Battles
7,70,"Avenida dos Caídos","Becos de Caça","Atirador",4,"Caçador de Neon Quebrado",67,139,6408,9,17.92,12.83,128.3,80.91,110,28,3,15,121,441
7,70,"Avenida dos Caídos","Cruzamento Central","Atirador",5,"Semafórico de Carne Exposta",67,157,7001,6,11.95,8.55,85.5,93.41,127,28,3,13,105,382
7,70,"Avenida dos Caídos","Cruzamento Central","Atirador",6,"Tirano do Cruzamento Morto",70,224,9295,4,9.95,7.12,71.2,141.27,192,28,3,8,69,252
7,70,"Avenida dos Caídos","Faixa Engarrafada","Medico",1,"Motorista Fundido ao Volante",61,140,3626,42,42,30.08,300.8,43.91,41,2,13.36,71,693,2560
7,70,"Avenida dos Caídos","Faixa Engarrafada","Medico",2,"Colosso do Para-Choque",64,207,4782,24,35.89,25.7,257,84.62,78,2,15.16,36,359,1328
7,70,"Avenida dos Caídos","Becos de Caça","Medico",3,"Predador de Viela Cega",64,224,5180,15,21.96,15.72,157.2,96.44,89,2,14.98,32,315,1165
7,70,"Avenida dos Caídos","Becos de Caça","Medico",4,"Caçador de Neon Quebrado",67,307,6408,9,17.92,12.83,128.3,160.69,146,2,17.14,19,189,699
7,70,"Avenida dos Caídos","Cruzamento Central","Medico",5,"Semafórico de Carne Exposta",67,347,7001,6,11.95,8.55,85.5,192.16,175,2,16.78,16,158,585
7,70,"Avenida dos Caídos","Cruzamento Central","Medico",6,"Tirano do Cruzamento Morto",70,495,9295,4,9.95,7.12,71.2,327.58,294,2,18.76,9,92,343
8,80,"Complexo Helix","Ala de Observação","Lutador",1,"Observado de Vidro Vivo",71,185,5443,42,42,30.08,300.8,65.88,61,2.2,14.2,58,465,1686
8,80,"Complexo Helix","Ala de Observação","Lutador",2,"Réplica Neural Incompleta",74,272,7154,24,35.89,25.7,257,126.3,115,2,16.18,30,242,879
8,80,"Complexo Helix","Câmaras Seladas","Lutador",3,"Cobaia de Tanque Rompido",74,293,7750,15,21.96,15.72,157.2,141.51,129,2,16,27,216,785
8,80,"Complexo Helix","Câmaras Seladas","Lutador",4,"Larva de Amostra Helix",77,400,9564,9,17.92,12.83,128.3,230.78,207,2,18.16,16,132,481
8,80,"Complexo Helix","Diretoria Helix","Lutador",5,"Executivo Parasitado",77,452,10450,6,11.95,8.55,85.5,276.16,248,2,17.98,13,111,402
8,80,"Complexo Helix","Diretoria Helix","Lutador",6,"Doutor Helix Primeiro Vetor",80,643,13851,4,9.95,7.12,71.2,461.29,408,2,19.96,8,66,240
8,80,"Complexo Helix","Ala de Observação","Assassino",1,"Observado de Vidro Vivo",71,92,5443,42,42,30.08,300.8,45.62,62,28,3,30,246,894
8,80,"Complexo Helix","Ala de Observação","Assassino",2,"Réplica Neural Incompleta",74,136,7154,24,35.89,25.7,257,75.82,103,28,3,18,148,538
8,80,"Complexo Helix","Câmaras Seladas","Assassino",3,"Cobaia de Tanque Rompido",74,146,7750,15,21.96,15.72,157.2,83.18,113,28,3,16,135,490
8,80,"Complexo Helix","Câmaras Seladas","Assassino",4,"Larva de Amostra Helix",77,200,9564,9,17.92,12.83,128.3,120.77,164,28,3,11,93,337
8,80,"Complexo Helix","Diretoria Helix","Assassino",5,"Executivo Parasitado",77,226,10450,6,11.95,8.55,85.5,139.91,190,28,3,10,80,291
8,80,"Complexo Helix","Diretoria Helix","Assassino",6,"Doutor Helix Primeiro Vetor",80,321,13851,4,9.95,7.12,71.2,208.47,283,28,3,6,54,195
8,80,"Complexo Helix","Ala de Observação","Atirador",1,"Observado de Vidro Vivo",71,92,5443,42,42,30.08,300.8,44.89,61,28,3,31,254,922
8,80,"Complexo Helix","Ala de Observação","Atirador",2,"Réplica Neural Incompleta",74,136,7154,24,35.89,25.7,257,74.35,101,28,3,19,153,557
8,80,"Complexo Helix","Câmaras Seladas","Atirador",3,"Cobaia de Tanque Rompido",74,146,7750,15,21.96,15.72,157.2,80.97,110,28,3,17,141,511
8,80,"Complexo Helix","Câmaras Seladas","Atirador",4,"Larva de Amostra Helix",77,200,9564,9,17.92,12.83,128.3,119.29,162,28,3,12,95,347
8,80,"Complexo Helix","Diretoria Helix","Atirador",5,"Executivo Parasitado",77,226,10450,6,11.95,8.55,85.5,137.7,187,28,3,10,83,300
8,80,"Complexo Helix","Diretoria Helix","Atirador",6,"Doutor Helix Primeiro Vetor",80,321,13851,4,9.95,7.12,71.2,206.26,280,28,3,6,55,200
8,80,"Complexo Helix","Ala de Observação","Medico",1,"Observado de Vidro Vivo",71,204,5443,42,42,30.08,300.8,79.37,73,2,14.92,43,421,1556
8,80,"Complexo Helix","Ala de Observação","Medico",2,"Réplica Neural Incompleta",74,300,7154,24,35.89,25.7,257,148.98,135,2,16.9,23,224,829
8,80,"Complexo Helix","Câmaras Seladas","Medico",3,"Cobaia de Tanque Rompido",74,324,7750,15,21.96,15.72,157.2,167.54,152,2,16.72,20,199,737
8,80,"Complexo Helix","Câmaras Seladas","Medico",4,"Larva de Amostra Helix",77,441,9564,9,17.92,12.83,128.3,269.98,241,2,18.88,12,123,457
8,80,"Complexo Helix","Diretoria Helix","Medico",5,"Executivo Parasitado",77,498,10450,6,11.95,8.55,85.5,321.13,287,2,18.7,10,104,384
8,80,"Complexo Helix","Diretoria Helix","Medico",6,"Doutor Helix Primeiro Vetor",80,709,13851,4,9.95,7.12,71.2,531.67,468,2,20.68,6,62,232
9,90,"Necrópole Industrial","Pátio de Escória","Lutador",1,"Fundido de Escória Humana",81,267,8105,42,42,30.08,300.8,117.22,107,2.2,15.52,35,301,1099
9,90,"Necrópole Industrial","Pátio de Escória","Lutador",2,"Colosso de Fuligem Coagulada",84,388,10597,24,35.89,25.7,257,214.04,192,2,17.5,19,165,602
9,90,"Necrópole Industrial","Esteiras Mortas","Lutador",3,"Costurado da Esteira Morta",84,420,11481,15,21.96,15.72,157.2,240.5,216,2,17.32,17,146,535
9,90,"Necrópole Industrial","Esteiras Mortas","Lutador",4,"Boneco de Cabos Nervosos",87,569,14118,9,17.92,12.83,128.3,380.28,335,2,19.84,10,92,338
9,90,"Necrópole Industrial","Coração da Usina","Lutador",5,"Turbina de Carne Pulsante",87,643,15425,6,11.95,8.55,85.5,450.67,398,2,19.48,9,78,285
9,90,"Necrópole Industrial","Coração da Usina","Lutador",6,"Soberano da Usina Morta",90,912,20392,4,9.95,7.12,71.2,733.44,636,2,21.82,5,48,175
9,90,"Necrópole Industrial","Pátio de Escória","Assassino",1,"Fundido de Escória Humana",81,133,8105,42,42,30.08,300.8,69.99,95,28,3,22,194,708
9,90,"Necrópole Industrial","Pátio de Escória","Assassino",2,"Colosso de Fuligem Coagulada",84,194,10597,24,35.89,25.7,257,112.02,152,28,3,14,121,442
9,90,"Necrópole Industrial","Esteiras Mortas","Assassino",3,"Costurado da Esteira Morta",84,210,11481,15,21.96,15.72,157.2,123.81,168,28,3,12,109,400
9,90,"Necrópole Industrial","Esteiras Mortas","Assassino",4,"Boneco de Cabos Nervosos",87,284,14118,9,17.92,12.83,128.3,176.2,239,28,3,9,77,281
9,90,"Necrópole Industrial","Coração da Usina","Assassino",5,"Turbina de Carne Pulsante",87,321,15425,6,11.95,8.55,85.5,202.74,275,28,3,7,67,244
9,90,"Necrópole Industrial","Coração da Usina","Assassino",6,"Soberano da Usina Morta",90,456,20392,4,9.95,7.12,71.2,300.9,408,28,3,5,45,164
9,90,"Necrópole Industrial","Pátio de Escória","Atirador",1,"Fundido de Escória Humana",81,133,8105,42,42,30.08,300.8,69.25,94,28,3,23,198,723
9,90,"Necrópole Industrial","Pátio de Escória","Atirador",2,"Colosso de Fuligem Coagulada",84,194,10597,24,35.89,25.7,257,111.28,151,28,3,14,123,450
9,90,"Necrópole Industrial","Esteiras Mortas","Atirador",3,"Costurado da Esteira Morta",84,210,11481,15,21.96,15.72,157.2,122.34,166,28,3,13,112,409
9,90,"Necrópole Industrial","Esteiras Mortas","Atirador",4,"Boneco de Cabos Nervosos",87,284,14118,9,17.92,12.83,128.3,174.73,237,28,3,9,78,286
9,90,"Necrópole Industrial","Coração da Usina","Atirador",5,"Turbina de Carne Pulsante",87,321,15425,6,11.95,8.55,85.5,202,274,28,3,8,68,248
9,90,"Necrópole Industrial","Coração da Usina","Atirador",6,"Soberano da Usina Morta",90,456,20392,4,9.95,7.12,71.2,299.42,406,28,3,5,45,167
9,90,"Necrópole Industrial","Pátio de Escória","Medico",1,"Fundido de Escória Humana",81,294,8105,42,42,30.08,300.8,137.9,125,2,16.24,27,281,1043
9,90,"Necrópole Industrial","Pátio de Escória","Medico",2,"Colosso de Fuligem Coagulada",84,429,10597,24,35.89,25.7,257,249.84,223,2,18.22,14,155,576
9,90,"Necrópole Industrial","Esteiras Mortas","Medico",3,"Costurado da Esteira Morta",84,463,11481,15,21.96,15.72,157.2,279.74,250,2,18.04,13,138,514
9,90,"Necrópole Industrial","Esteiras Mortas","Medico",4,"Boneco de Cabos Nervosos",87,628,14118,9,17.92,12.83,128.3,439.2,385,2,20.56,8,88,327
9,90,"Necrópole Industrial","Coração da Usina","Medico",5,"Turbina de Carne Pulsante",87,709,15425,6,11.95,8.55,85.5,517.78,455,2,20.2,7,74,277
9,90,"Necrópole Industrial","Coração da Usina","Medico",6,"Soberano da Usina Morta",90,1006,20392,4,9.95,7.12,71.2,837.9,723,2,22.54,4,46,171
10,100,"Marco Zero","Anel Externo","Lutador",1,"Eco Humano Saturado",91,385,11880,42,42,30.08,300.8,201.2,182,2.65,16.66,22,190,696
10,100,"Marco Zero","Anel Externo","Lutador",2,"Lacraia de Cinza Primária",94,563,15744,24,35.89,25.7,257,362.82,320,2,19,12,105,386
10,100,"Marco Zero","Zona de Saturação","Lutador",3,"Corpo Saturado de Mil Vozes",94,607,17056,15,21.96,15.72,157.2,404.25,357,2,18.82,11,95,346
10,100,"Marco Zero","Zona de Saturação","Lutador",4,"Besta de Radiação Orgânica",97,826,21168,9,17.92,12.83,128.3,629.61,545,2,21.34,7,61,222
10,100,"Marco Zero","Núcleo do Colapso","Lutador",5,"Forma Primária do Surto",97,933,23128,6,11.95,8.55,85.5,739.57,641,2,21.16,6,51,189
10,100,"Marco Zero","Núcleo do Colapso","Lutador",6,"Coração do Marco Zero",100,1326,30780,4,9.95,7.12,71.2,1180.46,1004,2,23.5,3,32,118
10,100,"Marco Zero","Anel Externo","Assassino",1,"Eco Humano Saturado",91,192,11880,42,42,30.08,300.8,106.95,145,28,3,16,142,519
10,100,"Marco Zero","Anel Externo","Assassino",2,"Lacraia de Cinza Primária",94,281,15744,24,35.89,25.7,257,169.7,230,28,3,10,89,327
10,100,"Marco Zero","Zona de Saturação","Assassino",3,"Corpo Saturado de Mil Vozes",94,303,17056,15,21.96,15.72,157.2,185.94,252,28,3,9,81,298
10,100,"Marco Zero","Zona de Saturação","Assassino",4,"Besta de Radiação Orgânica",97,413,21168,9,17.92,12.83,128.3,264.98,359,28,3,6,57,209
10,100,"Marco Zero","Núcleo do Colapso","Assassino",5,"Forma Primária do Surto",97,466,23128,6,11.95,8.55,85.5,303.36,411,28,3,5,50,183
10,100,"Marco Zero","Núcleo do Colapso","Assassino",6,"Coração do Marco Zero",100,663,30780,4,9.95,7.12,71.2,447.45,606,28,3,4,34,124
10,100,"Marco Zero","Anel Externo","Atirador",1,"Eco Humano Saturado",91,192,11880,42,42,30.08,300.8,104.74,142,28,3,17,148,542
10,100,"Marco Zero","Anel Externo","Atirador",2,"Lacraia de Cinza Primária",94,281,15744,24,35.89,25.7,257,166.75,226,28,3,10,93,340
10,100,"Marco Zero","Zona de Saturação","Atirador",3,"Corpo Saturado de Mil Vozes",94,303,17056,15,21.96,15.72,157.2,182.25,247,28,3,10,85,311
10,100,"Marco Zero","Zona de Saturação","Atirador",4,"Besta de Radiação Orgânica",97,413,21168,9,17.92,12.83,128.3,261.29,354,28,3,7,59,217
10,100,"Marco Zero","Núcleo do Colapso","Atirador",5,"Forma Primária do Surto",97,466,23128,6,11.95,8.55,85.5,300.41,407,28,3,6,51,189
10,100,"Marco Zero","Núcleo do Colapso","Atirador",6,"Coração do Marco Zero",100,663,30780,4,9.95,7.12,71.2,443.75,601,28,3,4,35,128
10,100,"Marco Zero","Anel Externo","Medico",1,"Eco Humano Saturado",91,425,11880,42,42,30.08,300.8,238.68,213,2,17.62,16,175,649
10,100,"Marco Zero","Anel Externo","Medico",2,"Lacraia de Cinza Primária",94,621,15744,24,35.89,25.7,257,422.38,370,2,19.96,9,98,367
10,100,"Marco Zero","Zona de Saturação","Medico",3,"Corpo Saturado de Mil Vozes",94,670,17056,15,21.96,15.72,157.2,468.59,411,2,19.78,8,89,330
10,100,"Marco Zero","Zona de Saturação","Medico",4,"Besta de Radiação Orgânica",97,912,21168,9,17.92,12.83,128.3,725.8,624,2,22.3,5,57,213
10,100,"Marco Zero","Núcleo do Colapso","Medico",5,"Forma Primária do Surto",97,1029,23128,6,11.95,8.55,85.5,848.01,730,2,22.12,4,49,182
10,100,"Marco Zero","Núcleo do Colapso","Medico",6,"Coração do Marco Zero",100,1462,30780,4,9.95,7.12,71.2,1343.56,1135,2,24.46,2,31,115
