tier,position,mobName,mobRank,mobLevel,className,gear,reinforcement,gathering,pet,potion,characterLevel,equipmentTier,hp,attack,defense,baseTtkSeconds,ttkSeconds,ttkDeltaFromPetPercent,expectedAttacksPerKill,expectedDamagePerAttack,expectedDamagePerKill,incomingDamageMultiplier,safeKillsWithoutPotions,safeKillsWithPotions,potionName,potionHealAmount,potionBuyPrice,killsResolvedInProjection,potionsUsedInProjection,potionsPer100Kills,potionGoldPer100Kills,defeatsInProjection,defeatedAtKill,riskLevel,survives100Kills,huntingSecondsPerEnemy,killsPerHour,effectiveXpPerHour
1,"END","Síndico Devorado",6,10,"Assassino","CURRENT",3,"NONE","CURRENT_TIER","CURRENT_TIER",10,1.75,270,101,8,14,13.58,3,1.4153,2.35,3.32,1,81,100,"Poção de Vida Menor",80,25,100,2,2,50,0,,"MEDIUM",true,12,140.73,2814.7
1,"END","Síndico Devorado",6,10,"Assassino","CURRENT",3,"RECOMMENDED","NONE","NONE",10,1.75,270,113,8,13,13,0,1.3988,2.26,3.17,1,85,85,"Poção de Vida Menor",80,25,86,0,0,0,1,86,"HIGH",false,12,144,2880
1,"END","Síndico Devorado",6,10,"Assassino","CURRENT",3,"RECOMMENDED","NONE","CURRENT_TIER",10,1.75,270,113,8,13,13,0,1.3988,2.26,3.17,1,85,100,"Poção de Vida Menor",80,25,100,2,2,50,0,,"MEDIUM",true,12,144,2880
1,"END","Síndico Devorado",6,10,"Assassino","CURRENT",3,"RECOMMENDED","CURRENT_TIER","NONE",10,1.75,270,113,8,13,12.61,3,1.3877,2.26,3.14,1,86,86,"Poção de Vida Menor",80,25,87,0,0,0,1,87,"HIGH",false,12,146.28,2925.64
1,"END","Síndico Devorado",6,10,"Assassino","CURRENT",3,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",10,1.75,270,113,8,13,12.61,3,1.3877,2.26,3.14,1,86,100,"Poção de Vida Menor",80,25,100,2,2,50,0,,"MEDIUM",true,12,146.28,2925.64
1,"END","Síndico Devorado",6,10,"Assassino","CURRENT",3,"FULL","NONE","NONE",10,1.75,1152,175,232,9,9,0,1.2799,0.73,0.94,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,171.43,3428.57
1,"END","Síndico Devorado",6,10,"Assassino","CURRENT",3,"FULL","NONE","CURRENT_TIER",10,1.75,1152,175,232,9,9,0,1.2799,0.73,0.94,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,171.43,3428.57
1,"END","Síndico Devorado",6,10,"Assassino","CURRENT",3,"FULL","CURRENT_TIER","NONE",10,1.75,1152,175,232,9,8.73,3,1.2715,0.73,0.93,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,173.66,3473.23
1,"END","Síndico Devorado",6,10,"Assassino","CURRENT",3,"FULL","CURRENT_TIER","CURRENT_TIER",10,1.75,1152,175,232,9,8.73,3,1.2715,0.73,0.93,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,173.66,3473.23
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"NONE","NONE","NONE",10,0,256,52,4,27,27,0,6.8878,3.68,25.38,1,10,10,"Poção de Vida Menor",80,25,11,0,0,0,1,11,"HIGH",false,12,92.31,1846.15
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"NONE","NONE","CURRENT_TIER",10,0,256,52,4,27,27,0,6.8878,3.68,25.38,1,10,100,"Poção de Vida Menor",80,25,100,30,30,750,0,,"MEDIUM",true,12,92.31,1846.15
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"NONE","CURRENT_TIER","NONE",10,0,256,52,4,27,26.19,3,6.8167,3.68,25.11,1,10,10,"Poção de Vida Menor",80,25,11,0,0,0,1,11,"HIGH",false,12,94.27,1885.31
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"NONE","CURRENT_TIER","CURRENT_TIER",10,0,256,52,4,27,26.19,3,6.8167,3.68,25.11,1,10,100,"Poção de Vida Menor",80,25,100,30,30,750,0,,"LOW",true,12,94.27,1885.31
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"RECOMMENDED","NONE","NONE",10,0,256,64,4,23,23,0,6.5272,3.56,23.25,1,11,11,"Poção de Vida Menor",80,25,12,0,0,0,1,12,"HIGH",false,12,102.86,2057.14
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"RECOMMENDED","NONE","CURRENT_TIER",10,0,256,64,4,23,23,0,6.5272,3.56,23.25,1,11,100,"Poção de Vida Menor",80,25,100,27,27,675,0,,"MEDIUM",true,12,102.86,2057.14
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"RECOMMENDED","CURRENT_TIER","NONE",10,0,256,64,4,23,22.31,3,6.4625,3.56,23.02,1,11,11,"Poção de Vida Menor",80,25,12,0,0,0,1,12,"HIGH",false,12,104.93,2098.51
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",10,0,256,64,4,23,22.31,3,6.4625,3.56,23.02,1,11,100,"Poção de Vida Menor",80,25,100,27,27,675,0,,"MEDIUM",true,12,104.93,2098.51
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"FULL","NONE","NONE",10,0,1138,126,228,13,13,0,5.5061,0.75,4.11,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,144,2880
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"FULL","NONE","CURRENT_TIER",10,0,1138,126,228,13,13,0,5.5061,0.75,4.11,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,144,2880
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"FULL","CURRENT_TIER","NONE",10,0,1138,126,228,13,12.61,3,5.4621,0.75,4.07,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,146.28,2925.64
1,"END","Síndico Devorado",6,10,"Atirador","PREVIOUS",0,"FULL","CURRENT_TIER","CURRENT_TIER",10,0,1138,126,228,13,12.61,3,5.4621,0.75,4.07,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,146.28,2925.64
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"NONE","NONE","NONE",10,0.5,268,72,6,20,20,0,3.2466,2.66,8.62,1,31,31,"Poção de Vida Menor",80,25,32,0,0,0,1,32,"HIGH",false,12,112.5,2250
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"NONE","NONE","CURRENT_TIER",10,0.5,268,72,6,20,20,0,3.2466,2.66,8.62,1,31,100,"Poção de Vida Menor",80,25,100,9,9,225,0,,"MEDIUM",true,12,112.5,2250
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"NONE","CURRENT_TIER","NONE",10,0.5,268,72,6,20,19.4,3,3.2158,2.66,8.54,1,31,31,"Poção de Vida Menor",80,25,32,0,0,0,1,32,"HIGH",false,12,114.65,2292.99
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"NONE","CURRENT_TIER","CURRENT_TIER",10,0.5,268,72,6,20,19.4,3,3.2158,2.66,8.54,1,31,100,"Poção de Vida Menor",80,25,100,9,9,225,0,,"MEDIUM",true,12,114.65,2292.99
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"RECOMMENDED","NONE","NONE",10,0.5,268,84,6,18,18,0,3.1426,2.57,8.06,1,33,33,"Poção de Vida Menor",80,25,34,0,0,0,1,34,"HIGH",false,12,120,2400
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"RECOMMENDED","NONE","CURRENT_TIER",10,0.5,268,84,6,18,18,0,3.1426,2.57,8.06,1,33,100,"Poção de Vida Menor",80,25,100,8,8,200,0,,"MEDIUM",true,12,120,2400
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"RECOMMENDED","CURRENT_TIER","NONE",10,0.5,268,84,6,18,17.46,3,3.1138,2.57,7.99,1,33,33,"Poção de Vida Menor",80,25,34,0,0,0,1,34,"HIGH",false,12,122.2,2443.99
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",10,0.5,268,84,6,18,17.46,3,3.1138,2.57,7.99,1,33,100,"Poção de Vida Menor",80,25,100,8,8,200,0,,"MEDIUM",true,12,122.2,2443.99
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"FULL","NONE","NONE",10,0.5,1150,146,230,11,11,0,2.7454,0.73,2.01,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,156.52,3130.43
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"FULL","NONE","CURRENT_TIER",10,0.5,1150,146,230,11,11,0,2.7454,0.73,2.01,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,156.52,3130.43
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"FULL","CURRENT_TIER","NONE",10,0.5,1150,146,230,11,10.67,3,2.7253,0.73,1.99,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,158.8,3176
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",0,"FULL","CURRENT_TIER","CURRENT_TIER",10,0.5,1150,146,230,11,10.67,3,2.7253,0.73,1.99,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,158.8,3176
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"NONE","NONE","NONE",10,0.88,280,80,8,18,18,0,1.8684,2.61,4.88,1,57,57,"Poção de Vida Menor",80,25,58,0,0,0,1,58,"HIGH",false,12,120,2400
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"NONE","NONE","CURRENT_TIER",10,0.88,280,80,8,18,18,0,1.8684,2.61,4.88,1,57,100,"Poção de Vida Menor",80,25,100,4,4,100,0,,"MEDIUM",true,12,120,2400
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"NONE","CURRENT_TIER","NONE",10,0.88,280,80,8,18,17.46,3,1.8513,2.61,4.83,1,57,57,"Poção de Vida Menor",80,25,58,0,0,0,1,58,"HIGH",false,12,122.2,2443.99
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"NONE","CURRENT_TIER","CURRENT_TIER",10,0.88,280,80,8,18,17.46,3,1.8513,2.61,4.83,1,57,100,"Poção de Vida Menor",80,25,100,4,4,100,0,,"MEDIUM",true,12,122.2,2443.99
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"RECOMMENDED","NONE","NONE",10,0.88,280,92,8,16,16,0,1.8042,2.53,4.56,1,61,61,"Poção de Vida Menor",80,25,62,0,0,0,1,62,"HIGH",false,12,128.57,2571.43
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"RECOMMENDED","NONE","CURRENT_TIER",10,0.88,280,92,8,16,16,0,1.8042,2.53,4.56,1,61,100,"Poção de Vida Menor",80,25,100,4,4,100,0,,"MEDIUM",true,12,128.57,2571.43
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"RECOMMENDED","CURRENT_TIER","NONE",10,0.88,280,92,8,16,15.52,3,1.7885,2.53,4.52,1,61,61,"Poção de Vida Menor",80,25,62,0,0,0,1,62,"HIGH",false,12,130.81,2616.28
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",10,0.88,280,92,8,16,15.52,3,1.7885,2.53,4.52,1,61,100,"Poção de Vida Menor",80,25,100,4,4,100,0,,"MEDIUM",true,12,130.81,2616.28
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"FULL","NONE","NONE",10,0.88,1162,154,232,10,10,0,1.5957,0.73,1.17,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,163.64,3272.73
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"FULL","NONE","CURRENT_TIER",10,0.88,1162,154,232,10,10,0,1.5957,0.73,1.17,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,163.64,3272.73
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"FULL","CURRENT_TIER","NONE",10,0.88,1162,154,232,10,9.7,3,1.5846,0.73,1.16,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,165.9,3317.97
1,"END","Síndico Devorado",6,10,"Atirador","MIXED",3,"FULL","CURRENT_TIER","CURRENT_TIER",10,0.88,1162,154,232,10,9.7,3,1.5846,0.73,1.16,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,165.9,3317.97
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"NONE","NONE","NONE",10,1,280,84,8,17,17,0,1.6047,2.63,4.21,1,66,66,"Poção de Vida Menor",80,25,67,0,0,0,1,67,"HIGH",false,12,124.14,2482.76
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"NONE","NONE","CURRENT_TIER",10,1,280,84,8,17,17,0,1.6047,2.63,4.21,1,66,100,"Poção de Vida Menor",80,25,100,4,4,100,0,,"LOW",true,12,124.14,2482.76
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"NONE","CURRENT_TIER","NONE",10,1,280,84,8,17,16.49,3,1.5904,2.63,4.18,1,66,66,"Poção de Vida Menor",80,25,67,0,0,0,1,67,"HIGH",false,12,126.36,2527.2
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"NONE","CURRENT_TIER","CURRENT_TIER",10,1,280,84,8,17,16.49,3,1.5904,2.63,4.18,1,66,100,"Poção de Vida Menor",80,25,100,3,3,75,0,,"MEDIUM",true,12,126.36,2527.2
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"RECOMMENDED","NONE","NONE",10,1,280,96,8,15,15,0,1.5476,2.54,3.93,1,71,71,"Poção de Vida Menor",80,25,72,0,0,0,1,72,"HIGH",false,12,133.33,2666.67
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"RECOMMENDED","NONE","CURRENT_TIER",10,1,280,96,8,15,15,0,1.5476,2.54,3.93,1,71,100,"Poção de Vida Menor",80,25,100,3,3,75,0,,"MEDIUM",true,12,133.33,2666.67
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"RECOMMENDED","CURRENT_TIER","NONE",10,1,280,96,8,15,14.55,3,1.5344,2.54,3.9,1,71,71,"Poção de Vida Menor",80,25,72,0,0,0,1,72,"HIGH",false,12,135.59,2711.86
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",10,1,280,96,8,15,14.55,3,1.5344,2.54,3.9,1,71,100,"Poção de Vida Menor",80,25,100,3,3,75,0,,"MEDIUM",true,12,135.59,2711.86
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"FULL","NONE","NONE",10,1,1162,158,232,10,10,0,1.3942,0.73,1.02,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,163.64,3272.73
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"FULL","NONE","CURRENT_TIER",10,1,1162,158,232,10,10,0,1.3942,0.73,1.02,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,163.64,3272.73
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"FULL","CURRENT_TIER","NONE",10,1,1162,158,232,10,9.7,3,1.3845,0.73,1.01,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,165.9,3317.97
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",0,"FULL","CURRENT_TIER","CURRENT_TIER",10,1,1162,158,232,10,9.7,3,1.3845,0.73,1.01,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,165.9,3317.97
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"NONE","NONE","NONE",10,1.75,310,102,13,15,15,0,1.4547,1.68,2.45,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"HIGH",true,12,133.33,2666.67
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"NONE","NONE","CURRENT_TIER",10,1.75,310,102,13,15,15,0,1.4547,1.68,2.45,1,100,100,"Poção de Vida Menor",80,25,100,1,1,25,0,,"MEDIUM",true,12,133.33,2666.67
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"NONE","CURRENT_TIER","NONE",10,1.75,310,102,13,15,14.55,3,1.4423,1.68,2.43,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"HIGH",true,12,135.59,2711.86
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"NONE","CURRENT_TIER","CURRENT_TIER",10,1.75,310,102,13,15,14.55,3,1.4423,1.68,2.43,1,100,100,"Poção de Vida Menor",80,25,100,1,1,25,0,,"MEDIUM",true,12,135.59,2711.86
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"RECOMMENDED","NONE","NONE",10,1.75,310,114,13,13,13,0,1.3988,1.63,2.28,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"MEDIUM",true,12,144,2880
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"RECOMMENDED","NONE","CURRENT_TIER",10,1.75,310,114,13,13,13,0,1.3988,1.63,2.28,1,100,100,"Poção de Vida Menor",80,25,100,1,1,25,0,,"MEDIUM",true,12,144,2880
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"RECOMMENDED","CURRENT_TIER","NONE",10,1.75,310,114,13,13,12.61,3,1.3877,1.63,2.26,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"MEDIUM",true,12,146.28,2925.64
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",10,1.75,310,114,13,13,12.61,3,1.3877,1.63,2.26,1,100,100,"Poção de Vida Menor",80,25,100,1,1,25,0,,"MEDIUM",true,12,146.28,2925.64
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"FULL","NONE","NONE",10,1.75,1192,176,237,9,9,0,1.2799,0.73,0.94,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,171.43,3428.57
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"FULL","NONE","CURRENT_TIER",10,1.75,1192,176,237,9,9,0,1.2799,0.73,0.94,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,171.43,3428.57
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"FULL","CURRENT_TIER","NONE",10,1.75,1192,176,237,9,8.73,3,1.2715,0.73,0.93,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,173.66,3473.23
1,"END","Síndico Devorado",6,10,"Atirador","CURRENT",3,"FULL","CURRENT_TIER","CURRENT_TIER",10,1.75,1192,176,237,9,8.73,3,1.2715,0.73,0.93,1,100,100,"Poção de Vida Menor",80,25,100,0,0,0,0,,"LOW",true,12,173.66,3473.23
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"NONE","NONE","NONE",10,0,410,53,40,25,25,0,6.7105,5.08,34.06,1,12,12,"Poção de Vida Menor",100,25,13,0,0,0,1,13,"HIGH",false,12,97.3,1945.95
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"NONE","NONE","CURRENT_TIER",10,0,410,53,40,25,25,0,6.7105,5.08,34.06,1,12,100,"Poção de Vida Menor",100,25,100,32,32,800,0,,"MEDIUM",true,12,97.3,1945.95
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"NONE","CURRENT_TIER","NONE",10,0,410,53,40,25,24.25,3,6.6424,5.08,33.71,1,12,12,"Poção de Vida Menor",100,25,13,0,0,0,1,13,"HIGH",false,12,99.31,1986.21
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"NONE","CURRENT_TIER","CURRENT_TIER",10,0,410,53,40,25,24.25,3,6.6424,5.08,33.71,1,12,100,"Poção de Vida Menor",100,25,100,32,32,800,0,,"LOW",true,12,99.31,1986.21
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"RECOMMENDED","NONE","NONE",10,0,572,62,80,22,22,0,6.4332,3.05,19.59,1,29,29,"Poção de Vida Menor",100,25,30,0,0,0,1,30,"HIGH",false,12,105.88,2117.65
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"RECOMMENDED","NONE","CURRENT_TIER",10,0,572,62,80,22,22,0,6.4332,3.05,19.59,1,29,100,"Poção de Vida Menor",100,25,100,16,16,400,0,,"MEDIUM",true,12,105.88,2117.65
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"RECOMMENDED","CURRENT_TIER","NONE",10,0,572,62,80,22,21.34,3,6.3703,3.05,19.4,1,29,29,"Poção de Vida Menor",100,25,30,0,0,0,1,30,"HIGH",false,12,107.98,2159.57
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",10,0,572,62,80,22,21.34,3,6.3703,3.05,19.4,1,29,100,"Poção de Vida Menor",100,25,100,16,16,400,0,,"MEDIUM",true,12,107.98,2159.57
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"FULL","NONE","NONE",10,0,1292,145.5,264,11,11,0,5.277,1.71,9.03,1,100,100,"Poção de Vida Menor",100,25,100,0,0,0,0,,"MEDIUM",true,12,156.52,3130.43
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"FULL","NONE","CURRENT_TIER",10,0,1292,145.5,264,11,11,0,5.277,1.71,9.03,1,100,100,"Poção de Vida Menor",100,25,100,1,1,25,0,,"MEDIUM",true,12,156.52,3130.43
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"FULL","CURRENT_TIER","NONE",10,0,1292,145.5,264,11,10.67,3,5.2382,1.71,8.96,1,100,100,"Poção de Vida Menor",100,25,100,0,0,0,0,,"MEDIUM",true,12,158.8,3176
1,"END","Síndico Devorado",6,10,"Médico","PREVIOUS",0,"FULL","CURRENT_TIER","CURRENT_TIER",10,0,1292,145.5,264,11,10.67,3,5.2382,1.71,8.96,1,100,100,"Poção de Vida Menor",100,25,100,1,1,25,0,,"MEDIUM",true,12,158.8,3176
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"NONE","NONE","NONE",10,0.5,458,71,52,19,19,0,3.1951,4.06,12.97,1,35,35,"Poção de Vida Menor",100,25,36,0,0,0,1,36,"HIGH",false,12,116.13,2322.58
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"NONE","NONE","CURRENT_TIER",10,0.5,458,71,52,19,19,0,3.1951,4.06,12.97,1,35,100,"Poção de Vida Menor",100,25,100,10,10,250,0,,"MEDIUM",true,12,116.13,2322.58
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"NONE","CURRENT_TIER","NONE",10,0.5,458,71,52,19,18.43,3,3.1653,4.06,12.85,1,35,35,"Poção de Vida Menor",100,25,36,0,0,0,1,36,"HIGH",false,12,118.3,2366.09
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"NONE","CURRENT_TIER","CURRENT_TIER",10,0.5,458,71,52,19,18.43,3,3.1653,4.06,12.85,1,35,100,"Poção de Vida Menor",100,25,100,10,10,250,0,,"MEDIUM",true,12,118.3,2366.09
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"RECOMMENDED","NONE","NONE",10,0.5,620,80,92,18,18,0,3.1426,2.03,6.38,1,97,97,"Poção de Vida Menor",100,25,98,0,0,0,1,98,"HIGH",false,12,120,2400
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"RECOMMENDED","NONE","CURRENT_TIER",10,0.5,620,80,92,18,18,0,3.1426,2.03,6.38,1,97,100,"Poção de Vida Menor",100,25,100,3,3,75,0,,"MEDIUM",true,12,120,2400
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"RECOMMENDED","CURRENT_TIER","NONE",10,0.5,620,80,92,18,17.46,3,3.1138,2.03,6.32,1,98,98,"Poção de Vida Menor",100,25,99,0,0,0,1,99,"HIGH",false,12,122.2,2443.99
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",10,0.5,620,80,92,18,17.46,3,3.1138,2.03,6.32,1,98,100,"Poção de Vida Menor",100,25,100,3,3,75,0,,"MEDIUM",true,12,122.2,2443.99
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"FULL","NONE","NONE",10,0.5,1340,163.5,276,10,10,0,2.6839,1.71,4.59,1,100,100,"Poção de Vida Menor",100,25,100,0,0,0,0,,"LOW",true,12,163.64,3272.73
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"FULL","NONE","CURRENT_TIER",10,0.5,1340,163.5,276,10,10,0,2.6839,1.71,4.59,1,100,100,"Poção de Vida Menor",100,25,100,0,0,0,0,,"LOW",true,12,163.64,3272.73
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"FULL","CURRENT_TIER","NONE",10,0.5,1340,163.5,276,10,9.7,3,2.6652,1.71,4.56,1,100,100,"Poção de Vida Menor",100,25,100,0,0,0,0,,"LOW",true,12,165.9,3317.97
1,"END","Síndico Devorado",6,10,"Médico","MIXED",0,"FULL","CURRENT_TIER","CURRENT_TIER",10,0.5,1340,163.5,276,10,9.7,3,2.6652,1.71,4.56,1,100,100,"Poção de Vida Menor",100,25,100,0,0,0,0,,"LOW",true,12,165.9,3317.97
1,"END","Síndico Devorado",6,10,"Médico","MIXED",3,"NONE","NONE","NONE",10,0.88,485,81.5,58,17,17,0,1.8366,3.05,5.59,1,86,86,"Poção de Vida Menor",100,25,87,0,0,0,1,87,"HIGH",false,12,124.14,2482.76
1,"END","Síndico Devorado",6,10,"Médico","MIXED",3,"NONE","NONE","CURRENT_TIER",10,0.88,485,81.5,58,17,17,0,1.8366,3.05,5.59,1,86,100,"Poção de Vida Menor",100,25,100,3,3,75,0,,"MEDIUM",true,12,124.14,2482.76
1,"END","Síndico Devorado",6,10,"Médico","MIXED",3,"NONE","CURRENT_TIER","NONE",10,0.88,485,81.5,58,17,16.49,3,1.8202,3.05,5.54,1,87,87,"Poção de Vida Menor",100,25,88,0,0,0,1,88,"HIGH",false,12,126.36,2527.2
1,"END","Síndico Devorado",6,10,"Médico","MIXED",3,"NONE","CURRENT_TIER","CURRENT_TIER",10,0.88,485,81.5,58,17,16.49,3,1.8202,3.05,5.54,1,87,100,"Poção de Vida Menor",100,25,100,3,3,75,0,,"MEDIUM",true,12,126.36,2527.2
1,"END","Síndico Devorado",6,10,"Médico","MIXED",3,"RECOMMENDED","NONE","NONE",10,0.88,647,90.5,98,15,15,0,1.7712,2.03,3.6,1,100,100,"Poção de Vida Menor",100,25,100,0,0,0,0,,"MEDIUM",true,12,133.33,2666.67
1,"END","Síndico Devorado",6,10,"Médico","MIXED",3,"RECOMMENDED","NONE","CURRENT_TIER",10,0.88,647,90.5,98,15,15,0,1.7712,2.03,3.6,1,100,100,"Poção de Vida Menor",100,25,100,0,0,0,0,,"MEDIUM",true,12,133.33,2666.67
1,"END","Síndico Devorado",6,10,"Médico","MIXED",3,"RECOMMENDED","CURRENT_TIER","NONE",10,0.88,647,90.5,98,15,14.55,3,1.7561,2.03,3.57,1,100,100,"Poção de Vida Menor",100,25,100,0,0,0,0,,"MEDIUM",true,12,135.59,2711.86
