scenarioKey,scenarioLabel,className,fromLevel,toLevel,tier,huntingLevel,xpRequired,effectiveXpPerHour,effectiveXpPerKill,killsPerHour,secondsPerFind,ttkSeconds,secondsPerMob,mapName,hoursToLevel,days24hToLevel,cumulativeHours,cumulativeDays24h,cumulativeDays12h,cumulativeDays6h
conservador,Conservador,Assassino,66,67,7,35,1326619,12184,143.3,85,7,35,42,Avenida dos Caídos,108.8821,4.5368,3267.1395,136.1308,272.2616,544.5233
conservador,Conservador,Assassino,67,68,7,35,1836858,12184,143.3,85,7,35,42,Avenida dos Caídos,150.7598,6.2817,3417.8994,142.4125,284.8249,569.6499
conservador,Conservador,Assassino,68,69,7,35,2398120,12184,143.3,85,7,35,42,Avenida dos Caídos,196.8253,8.2011,3614.7247,150.6135,301.2271,602.4541
conservador,Conservador,Assassino,69,70,7,35,2908358,12184,143.3,85,7,35,42,Avenida dos Caídos,238.7031,9.946,3853.4278,160.5595,321.119,642.238
conservador,Conservador,Assassino,70,71,7,35,3469620,12184,143.3,85,7,35,42,Avenida dos Caídos,284.7685,11.8654,4138.1963,172.4248,344.8497,689.6994
conservador,Conservador,Assassino,71,72,8,40,181326,17550,206.5,85,7,35,42,Complexo Helix,10.332,0.4305,4148.5283,172.8553,345.7107,691.4214
conservador,Conservador,Assassino,72,73,8,40,362651,17550,206.5,85,7,35,42,Complexo Helix,20.6639,0.861,4169.1922,173.7163,347.4327,694.8654
conservador,Conservador,Assassino,73,74,8,40,634640,17550,206.5,85,7,35,42,Complexo Helix,36.1618,1.5067,4205.354,175.2231,350.4462,700.8923
conservador,Conservador,Assassino,74,75,8,40,1087954,17550,206.5,85,7,35,42,Complexo Helix,61.9917,2.583,4267.3457,177.8061,355.6121,711.2243
conservador,Conservador,Assassino,75,76,8,40,1631931,17550,206.5,85,7,35,42,Complexo Helix,92.9875,3.8745,4360.3332,181.6806,363.3611,726.7222
conservador,Conservador,Assassino,76,77,8,40,2357233,17550,206.5,85,7,35,42,Complexo Helix,134.3153,5.5965,4494.6485,187.277,374.554,749.1081
conservador,Conservador,Assassino,77,78,8,40,3263861,17550,206.5,85,7,35,42,Complexo Helix,185.975,7.749,4680.6235,195.026,390.052,780.1039
conservador,Conservador,Assassino,78,79,8,40,4261152,17550,206.5,85,7,35,42,Complexo Helix,242.8007,10.1167,4923.4241,205.1427,410.2853,820.5707
conservador,Conservador,Assassino,79,80,8,40,5167781,17550,206.5,85,7,35,42,Complexo Helix,294.4605,12.2692,5217.8846,217.4119,434.8237,869.6474
conservador,Conservador,Assassino,80,81,8,40,6165071,17550,206.5,85,7,35,42,Complexo Helix,351.2861,14.6369,5569.1707,232.0488,464.0976,928.1951
conservador,Conservador,Assassino,81,82,9,45,324390,26036,299.3,87,6,35,41,Necrópole Industrial,12.4593,0.5191,5581.63,232.5679,465.1358,930.2717
conservador,Conservador,Assassino,82,83,9,45,648780,26036,299.3,87,6,35,41,Necrópole Industrial,24.9186,1.0383,5606.5486,233.6062,467.2124,934.4248
conservador,Conservador,Assassino,83,84,9,45,1135365,26036,299.3,87,6,35,41,Necrópole Industrial,43.6075,1.817,5650.1561,235.4232,470.8463,941.6927
conservador,Conservador,Assassino,84,85,9,45,1946339,26036,299.3,87,6,35,41,Necrópole Industrial,74.7557,3.1148,5724.9117,238.538,477.076,954.152
conservador,Conservador,Assassino,85,86,9,45,2919509,26036,299.3,87,6,35,41,Necrópole Industrial,112.1335,4.6722,5837.0453,243.2102,486.4204,972.8409
conservador,Conservador,Assassino,86,87,9,45,4217069,26036,299.3,87,6,35,41,Necrópole Industrial,161.9707,6.7488,5999.016,249.959,499.918,999.836
conservador,Conservador,Assassino,87,88,9,45,5839018,26036,299.3,87,6,35,41,Necrópole Industrial,224.2671,9.3445,6223.2831,259.3035,518.6069,1037.2138
conservador,Conservador,Assassino,88,89,9,45,7623162,26036,299.3,87,6,35,41,Necrópole Industrial,292.7931,12.1997,6516.0762,271.5032,543.0064,1086.0127
conservador,Conservador,Assassino,89,90,9,45,9245112,26036,299.3,87,6,35,41,Necrópole Industrial,355.0896,14.7954,6871.1658,286.2986,572.5971,1145.1943
conservador,Conservador,Assassino,90,91,9,45,11029256,26036,299.3,87,6,35,41,Necrópole Industrial,423.6156,17.6507,7294.7814,303.9492,607.8984,1215.7969
conservador,Conservador,Assassino,91,92,10,45,582238,37117,426.6,87,6,35,41,Marco Zero,15.6866,0.6536,7310.4679,304.6028,609.2057,1218.4113
conservador,Conservador,Assassino,92,93,10,45,1164477,37117,426.6,87,6,35,41,Marco Zero,31.3731,1.3072,7341.8411,305.91,611.8201,1223.6402
conservador,Conservador,Assassino,93,94,10,45,2037834,37117,426.6,87,6,35,41,Marco Zero,54.903,2.2876,7396.7441,308.1977,616.3953,1232.7907
conservador,Conservador,Assassino,94,95,10,45,3493430,37117,426.6,87,6,35,41,Marco Zero,94.1194,3.9216,7490.8635,312.1193,624.2386,1248.4772
conservador,Conservador,Assassino,95,96,10,45,5240144,37117,426.6,87,6,35,41,Marco Zero,141.1791,5.8825,7632.0426,318.0018,636.0035,1272.0071
conservador,Conservador,Assassino,96,97,10,45,7569097,37117,426.6,87,6,35,41,Marco Zero,203.9253,8.4969,7835.9679,326.4987,652.9973,1305.9947
conservador,Conservador,Assassino,97,98,10,45,10480289,37117,426.6,87,6,35,41,Marco Zero,282.3582,11.7649,8118.3261,338.2636,676.5272,1353.0544
conservador,Conservador,Assassino,98,99,10,45,13682599,37117,426.6,87,6,35,41,Marco Zero,368.6343,15.3598,8486.9604,353.6233,707.2467,1414.4934
conservador,Conservador,Assassino,99,100,10,45,16593791,37117,426.6,87,6,35,41,Marco Zero,447.0671,18.6278,8934.0275,372.2511,744.5023,1489.0046
conservador,Conservador,Atirador,1,2,1,1,468,1349,8.5,158,15,7.72,22.72,Subúrbio Silencioso,0.3469,0.0145,0.3469,0.0145,0.0289,0.0578
conservador,Conservador,Atirador,2,3,1,1,936,1349,8.5,158,15,7.72,22.72,Subúrbio Silencioso,0.6938,0.0289,1.0408,0.0434,0.0867,0.1735
conservador,Conservador,Atirador,3,4,1,1,1638,1349,8.5,158,15,7.72,22.72,Subúrbio Silencioso,1.2142,0.0506,2.255,0.094,0.1879,0.3758
conservador,Conservador,Atirador,4,5,1,1,2807,1349,8.5,158,15,7.72,22.72,Subúrbio Silencioso,2.0808,0.0867,4.3358,0.1807,0.3613,0.7226
conservador,Conservador,Atirador,5,6,1,1,4211,1349,8.5,158,15,7.72,22.72,Subúrbio Silencioso,3.1216,0.1301,7.4574,0.3107,0.6214,1.2429
conservador,Conservador,Atirador,6,7,1,1,6082,1349,8.5,158,15,7.72,22.72,Subúrbio Silencioso,4.5085,0.1879,11.9659,0.4986,0.9972,1.9943
conservador,Conservador,Atirador,7,8,1,1,8422,1349,8.5,158,15,7.72,22.72,Subúrbio Silencioso,6.2431,0.2601,18.209,0.7587,1.5174,3.0348
conservador,Conservador,Atirador,8,9,1,1,10995,1349,8.5,158,15,7.72,22.72,Subúrbio Silencioso,8.1505,0.3396,26.3595,1.0983,2.1966,4.3933
conservador,Conservador,Atirador,9,10,1,1,13334,1349,8.5,158,15,7.72,22.72,Subúrbio Silencioso,9.8844,0.4118,36.2439,1.5102,3.0203,6.0406
conservador,Conservador,Atirador,10,11,1,1,15908,1349,8.5,158,15,7.72,22.72,Subúrbio Silencioso,11.7924,0.4914,48.0363,2.0015,4.003,8.0061
conservador,Conservador,Atirador,11,12,2,10,2495,1511,14.7,103,12,22.88,34.88,Distrito da Ferrugem,1.6512,0.0688,49.6875,2.0703,4.1406,8.2813
conservador,Conservador,Atirador,12,13,2,10,4991,1511,14.7,103,12,22.88,34.88,Distrito da Ferrugem,3.3031,0.1376,52.9907,2.2079,4.4159,8.8318
conservador,Conservador,Atirador,13,14,2,10,8734,1511,14.7,103,12,22.88,34.88,Distrito da Ferrugem,5.7803,0.2408,58.7709,2.4488,4.8976,9.7952
conservador,Conservador,Atirador,14,15,2,10,14972,1511,14.7,103,12,22.88,34.88,Distrito da Ferrugem,9.9087,0.4129,68.6796,2.8617,5.7233,11.4466
conservador,Conservador,Atirador,15,16,2,10,22458,1511,14.7,103,12,22.88,34.88,Distrito da Ferrugem,14.863,0.6193,83.5426,3.4809,6.9619,13.9238
conservador,Conservador,Atirador,16,17,2,10,32439,1511,14.7,103,12,22.88,34.88,Distrito da Ferrugem,21.4686,0.8945,105.0112,4.3755,8.7509,17.5019
conservador,Conservador,Atirador,17,18,2,10,44916,1511,14.7,103,12,22.88,34.88,Distrito da Ferrugem,29.726,1.2386,134.7372,5.614,11.2281,22.4562
conservador,Conservador,Atirador,18,19,2,10,58640,1511,14.7,103,12,22.88,34.88,Distrito da Ferrugem,38.8087,1.617,173.5459,7.2311,14.4622,28.9243
conservador,Conservador,Atirador,19,20,2,10,71116,1511,14.7,103,12,22.88,34.88,Distrito da Ferrugem,47.0655,1.9611,220.6114,9.1921,18.3843,36.7686
conservador,Conservador,Atirador,20,21,2,10,84840,1511,14.7,103,12,22.88,34.88,Distrito da Ferrugem,56.1482,2.3395,276.7597,11.5317,23.0633,46.1266
conservador,Conservador,Atirador,21,22,3,15,7278,2309,25.9,89,11,29.43,40.43,Hospital Santa Ruína,3.152,0.1313,279.9117,11.663,23.326,46.6519
conservador,Conservador,Atirador,22,23,3,15,14556,2309,25.9,89,11,29.43,40.43,Hospital Santa Ruína,6.304,0.2627,286.2157,11.9257,23.8513,47.7026
conservador,Conservador,Atirador,23,24,3,15,25473,2309,25.9,89,11,29.43,40.43,Hospital Santa Ruína,11.032,0.4597,297.2478,12.3853,24.7706,49.5413
conservador,Conservador,Atirador,24,25,3,15,43668,2309,25.9,89,11,29.43,40.43,Hospital Santa Ruína,18.9121,0.788,316.1599,13.1733,26.3467,52.6933
conservador,Conservador,Atirador,25,26,3,15,65502,2309,25.9,89,11,29.43,40.43,Hospital Santa Ruína,28.3681,1.182,344.528,14.3553,28.7107,57.4213
conservador,Conservador,Atirador,26,27,3,15,94614,2309,25.9,89,11,29.43,40.43,Hospital Santa Ruína,40.9762,1.7073,385.5042,16.0627,32.1253,64.2507
conservador,Conservador,Atirador,27,28,3,15,131004,2309,25.9,89,11,29.43,40.43,Hospital Santa Ruína,56.7362,2.364,442.2404,18.4267,36.8534,73.7067
conservador,Conservador,Atirador,28,29,3,15,171032,2309,25.9,89,11,29.43,40.43,Hospital Santa Ruína,74.0719,3.0863,516.3123,21.513,43.026,86.0521
conservador,Conservador,Atirador,29,30,3,15,207422,2309,25.9,89,11,29.43,40.43,Hospital Santa Ruína,89.832,3.743,606.1443,25.256,50.512,101.024
conservador,Conservador,Atirador,30,31,3,15,247451,2309,25.9,89,11,29.43,40.43,Hospital Santa Ruína,107.168,4.4653,713.3123,29.7213,59.4427,118.8854
conservador,Conservador,Atirador,31,32,4,20,14036,3357,42,80,10,35,45,Terminal dos Esquecidos,4.1811,0.1742,717.4934,29.8956,59.7911,119.5822
conservador,Conservador,Atirador,32,33,4,20,28072,3357,42,80,10,35,45,Terminal dos Esquecidos,8.3622,0.3484,725.8556,30.244,60.488,120.9759
conservador,Conservador,Atirador,33,34,4,20,49126,3357,42,80,10,35,45,Terminal dos Esquecidos,14.6339,0.6097,740.4895,30.8537,61.7075,123.4149
conservador,Conservador,Atirador,34,35,4,20,84217,3357,42,80,10,35,45,Terminal dos Esquecidos,25.087,1.0453,765.5765,31.899,63.798,127.5961
conservador,Conservador,Atirador,35,36,4,20,126325,3357,42,80,10,35,45,Terminal dos Esquecidos,37.6303,1.5679,803.2069,33.467,66.9339,133.8678
conservador,Conservador,Atirador,36,37,4,20,182469,3357,42,80,10,35,45,Terminal dos Esquecidos,54.3548,2.2648,857.5616,35.7317,71.4635,142.9269
conservador,Conservador,Atirador,37,38,4,20,252650,3357,42,80,10,35,45,Terminal dos Esquecidos,75.2606,3.1359,932.8223,38.8676,77.7352,155.4704
conservador,Conservador,Atirador,38,39,4,20,329848,3357,42,80,10,35,45,Terminal dos Esquecidos,98.2568,4.094,1031.0791,42.9616,85.9233,171.8465
conservador,Conservador,Atirador,39,40,4,20,400029,3357,42,80,10,35,45,Terminal dos Esquecidos,119.1626,4.9651,1150.2417,47.9267,95.8535,191.707
conservador,Conservador,Atirador,40,41,4,20,477227,3357,42,80,10,35,45,Terminal dos Esquecidos,142.1588,5.9233,1292.4005,53.85,107.7,215.4001
conservador,Conservador,Atirador,41,42,5,25,28696,5234,64.6,81,9,35,44,Zona de Quarentena 9,5.4826,0.2284,1297.8831,54.0785,108.1569,216.3138
conservador,Conservador,Atirador,42,43,5,25,57392,5234,64.6,81,9,35,44,Zona de Quarentena 9,10.9652,0.4569,1308.8483,54.5353,109.0707,218.1414
conservador,Conservador,Atirador,43,44,5,25,100436,5234,64.6,81,9,35,44,Zona de Quarentena 9,19.1891,0.7995,1328.0375,55.3349,110.6698,221.3396
conservador,Conservador,Atirador,44,45,5,25,172176,5234,64.6,81,9,35,44,Zona de Quarentena 9,32.8957,1.3707,1360.9332,56.7055,113.4111,226.8222
conservador,Conservador,Atirador,45,46,5,25,258264,5234,64.6,81,9,35,44,Zona de Quarentena 9,49.3435,2.056,1410.2767,58.7615,117.5231,235.0461
conservador,Conservador,Atirador,46,47,5,25,373048,5234,64.6,81,9,35,44,Zona de Quarentena 9,71.274,2.9697,1481.5507,61.7313,123.4626,246.9251
conservador,Conservador,Atirador,47,48,5,25,516529,5234,64.6,81,9,35,44,Zona de Quarentena 9,98.6872,4.112,1580.2379,65.8432,131.6865,263.373
conservador,Conservador,Atirador,48,49,5,25,674357,5234,64.6,81,9,35,44,Zona de Quarentena 9,128.8416,5.3684,1709.0795,71.2116,142.4233,284.8466
conservador,Conservador,Atirador,49,50,5,25,817837,5234,64.6,81,9,35,44,Zona de Quarentena 9,156.2547,6.5106,1865.3342,77.7223,155.4445,310.889
conservador,Conservador,Atirador,50,51,5,25,975665,5234,64.6,81,9,35,44,Zona de Quarentena 9,186.4091,7.767,2051.7432,85.4893,170.9786,341.9572
conservador,Conservador,Atirador,51,52,6,30,53545,8013,96.5,83,8,35,43,Refinaria do Pó Cinzento,6.6823,0.2784,2058.4255,85.7677,171.5355,343.0709
conservador,Conservador,Atirador,52,53,6,30,107090,8013,96.5,83,8,35,43,Refinaria do Pó Cinzento,13.3645,0.5569,2071.79,86.3246,172.6492,345.2983
conservador,Conservador,Atirador,53,54,6,30,187408,8013,96.5,83,8,35,43,Refinaria do Pó Cinzento,23.388,0.9745,2095.178,87.2991,174.5982,349.1963
conservador,Conservador,Atirador,54,55,6,30,321271,8013,96.5,83,8,35,43,Refinaria do Pó Cinzento,40.0937,1.6706,2135.2718,88.9697,177.9393,355.8786
conservador,Conservador,Atirador,55,56,6,30,481906,8013,96.5,83,8,35,43,Refinaria do Pó Cinzento,60.1405,2.5059,2195.4123,91.4755,182.951,365.902
conservador,Conservador,Atirador,56,57,6,30,696087,8013,96.5,83,8,35,43,Refinaria do Pó Cinzento,86.8697,3.6196,2282.282,95.0951,190.1902,380.3803
conservador,Conservador,Atirador,57,58,6,30,963812,8013,96.5,83,8,35,43,Refinaria do Pó Cinzento,120.281,5.0117,2402.563,100.1068,200.2136,400.4272
conservador,Conservador,Atirador,58,59,6,30,1258310,8013,96.5,83,8,35,43,Refinaria do Pó Cinzento,157.0336,6.5431,2559.5966,106.6499,213.2997,426.5994
conservador,Conservador,Atirador,59,60,6,30,1526036,8013,96.5,83,8,35,43,Refinaria do Pó Cinzento,190.445,7.9352,2750.0416,114.5851,229.1701,458.3403
conservador,Conservador,Atirador,60,61,6,30,1820534,8013,96.5,83,8,35,43,Refinaria do Pó Cinzento,227.1976,9.4666,2977.2392,124.0516,248.1033,496.2065
conservador,Conservador,Atirador,61,62,7,35,102048,12184,143.3,85,7,35,42,Avenida dos Caídos,8.3756,0.349,2985.6148,124.4006,248.8012,497.6025
conservador,Conservador,Atirador,62,63,7,35,204095,12184,143.3,85,7,35,42,Avenida dos Caídos,16.7511,0.698,3002.3658,125.0986,250.1972,500.3943
conservador,Conservador,Atirador,63,64,7,35,357167,12184,143.3,85,7,35,42,Avenida dos Caídos,29.3144,1.2214,3031.6803,126.32,252.64,505.28
conservador,Conservador,Atirador,64,65,7,35,612286,12184,143.3,85,7,35,42,Avenida dos Caídos,50.2533,2.0939,3081.9335,128.4139,256.8278,513.6556
conservador,Conservador,Atirador,65,66,7,35,918429,12184,143.3,85,7,35,42,Avenida dos Caídos,75.3799,3.1408,3157.3135,131.5547,263.1095,526.2189
conservador,Conservador,Atirador,66,67,7,35,1326619,12184,143.3,85,7,35,42,Avenida dos Caídos,108.8821,4.5368,3266.1955,136.0915,272.183,544.3659
conservador,Conservador,Atirador,67,68,7,35,1836858,12184,143.3,85,7,35,42,Avenida dos Caídos,150.7598,6.2817,3416.9554,142.3731,284.7463,569.4926
conservador,Conservador,Atirador,68,69,7,35,2398120,12184,143.3,85,7,35,42,Avenida dos Caídos,196.8253,8.2011,3613.7807,150.5742,301.1484,602.2968
conservador,Conservador,Atirador,69,70,7,35,2908358,12184,143.3,85,7,35,42,Avenida dos Caídos,238.7031,9.946,3852.4838,160.5202,321.0403,642.0806
conservador,Conservador,Atirador,70,71,7,35,3469620,12184,143.3,85,7,35,42,Avenida dos Caídos,284.7685,11.8654,4137.2523,172.3855,344.771,689.5421
conservador,Conservador,Atirador,71,72,8,40,181326,17550,206.5,85,7,35,42,Complexo Helix,10.332,0.4305,4147.5843,172.816,345.632,691.264
conservador,Conservador,Atirador,72,73,8,40,362651,17550,206.5,85,7,35,42,Complexo Helix,20.6639,0.861,4168.2482,173.677,347.354,694.708
conservador,Conservador,Atirador,73,74,8,40,634640,17550,206.5,85,7,35,42,Complexo Helix,36.1618,1.5067,4204.41,175.1837,350.3675,700.735
conservador,Conservador,Atirador,74,75,8,40,1087954,17550,206.5,85,7,35,42,Complexo Helix,61.9917,2.583,4266.4017,177.7667,355.5335,711.0669
conservador,Conservador,Atirador,75,76,8,40,1631931,17550,206.5,85,7,35,42,Complexo Helix,92.9875,3.8745,4359.3892,181.6412,363.2824,726.5649
conservador,Conservador,Atirador,76,77,8,40,2357233,17550,206.5,85,7,35,42,Complexo Helix,134.3153,5.5965,4493.7045,187.2377,374.4754,748.9507
conservador,Conservador,Atirador,77,78,8,40,3263861,17550,206.5,85,7,35,42,Complexo Helix,185.975,7.749,4679.6794,194.9866,389.9733,779.9466
conservador,Conservador,Atirador,78,79,8,40,4261152,17550,206.5,85,7,35,42,Complexo Helix,242.8007,10.1167,4922.4801,205.1033,410.2067,820.4134
conservador,Conservador,Atirador,79,80,8,40,5167781,17550,206.5,85,7,35,42,Complexo Helix,294.4605,12.2692,5216.9406,217.3725,434.745,869.4901
conservador,Conservador,Atirador,80,81,8,40,6165071,17550,206.5,85,7,35,42,Complexo Helix,351.2861,14.6369,5568.2267,232.0094,464.0189,928.0378
conservador,Conservador,Atirador,81,82,9,45,324390,26036,299.3,87,6,35,41,Necrópole Industrial,12.4593,0.5191,5580.686,232.5286,465.0572,930.1143
conservador,Conservador,Atirador,82,83,9,45,648780,26036,299.3,87,6,35,41,Necrópole Industrial,24.9186,1.0383,5605.6045,233.5669,467.1337,934.2674
conservador,Conservador,Atirador,83,84,9,45,1135365,26036,299.3,87,6,35,41,Necrópole Industrial,43.6075,1.817,5649.212,235.3838,470.7677,941.5353
conservador,Conservador,Atirador,84,85,9,45,1946339,26036,299.3,87,6,35,41,Necrópole Industrial,74.7557,3.1148,5723.9677,238.4987,476.9973,953.9946
conservador,Conservador,Atirador,85,86,9,45,2919509,26036,299.3,87,6,35,41,Necrópole Industrial,112.1335,4.6722,5836.1013,243.1709,486.3418,972.6835
conservador,Conservador,Atirador,86,87,9,45,4217069,26036,299.3,87,6,35,41,Necrópole Industrial,161.9707,6.7488,5998.072,249.9197,499.8393,999.6787
conservador,Conservador,Atirador,87,88,9,45,5839018,26036,299.3,87,6,35,41,Necrópole Industrial,224.2671,9.3445,6222.3391,259.2641,518.5283,1037.0565
conservador,Conservador,Atirador,88,89,9,45,7623162,26036,299.3,87,6,35,41,Necrópole Industrial,292.7931,12.1997,6515.1322,271.4638,542.9277,1085.8554
conservador,Conservador,Atirador,89,90,9,45,9245112,26036,299.3,87,6,35,41,Necrópole Industrial,355.0896,14.7954,6870.2218,286.2592,572.5185,1145.037
conservador,Conservador,Atirador,90,91,9,45,11029256,26036,299.3,87,6,35,41,Necrópole Industrial,423.6156,17.6507,7293.8374,303.9099,607.8198,1215.6396
conservador,Conservador,Atirador,91,92,10,45,582238,37117,426.6,87,6,35,41,Marco Zero,15.6866,0.6536,7309.5239,304.5635,609.127,1218.254
conservador,Conservador,Atirador,92,93,10,45,1164477,37117,426.6,87,6,35,41,Marco Zero,31.3731,1.3072,7340.8971,305.8707,611.7414,1223.4828
conservador,Conservador,Atirador,93,94,10,45,2037834,37117,426.6,87,6,35,41,Marco Zero,54.903,2.2876,7395.8001,308.1583,616.3167,1232.6333
conservador,Conservador,Atirador,94,95,10,45,3493430,37117,426.6,87,6,35,41,Marco Zero,94.1194,3.9216,7489.9195,312.08,624.16,1248.3199
conservador,Conservador,Atirador,95,96,10,45,5240144,37117,426.6,87,6,35,41,Marco Zero,141.1791,5.8825,7631.0985,317.9624,635.9249,1271.8498
conservador,Conservador,Atirador,96,97,10,45,7569097,37117,426.6,87,6,35,41,Marco Zero,203.9253,8.4969,7835.0239,326.4593,652.9187,1305.8373
conservador,Conservador,Atirador,97,98,10,45,10480289,37117,426.6,87,6,35,41,Marco Zero,282.3582,11.7649,8117.3821,338.2243,676.4485,1352.897
conservador,Conservador,Atirador,98,99,10,45,13682599,37117,426.6,87,6,35,41,Marco Zero,368.6343,15.3598,8486.0164,353.584,707.168,1414.3361
conservador,Conservador,Atirador,99,100,10,45,16593791,37117,426.6,87,6,35,41,Marco Zero,447.0671,18.6278,8933.0835,372.2118,744.4236,1488.8473
conservador,Conservador,Medico,1,2,1,1,468,1393,9.2,152,15,8.6,23.6,Subúrbio Silencioso,0.336,0.014,0.336,0.014,0.028,0.056
conservador,Conservador,Medico,2,3,1,1,936,1393,9.2,152,15,8.6,23.6,Subúrbio Silencioso,0.6719,0.028,1.0079,0.042,0.084,0.168
conservador,Conservador,Medico,3,4,1,1,1638,1393,9.2,152,15,8.6,23.6,Subúrbio Silencioso,1.1759,0.049,2.1838,0.091,0.182,0.364
conservador,Conservador,Medico,4,5,1,1,2807,1393,9.2,152,15,8.6,23.6,Subúrbio Silencioso,2.0151,0.084,4.1989,0.175,0.3499,0.6998
conservador,Conservador,Medico,5,6,1,1,4211,1393,9.2,152,15,8.6,23.6,Subúrbio Silencioso,3.023,0.126,7.2218,0.3009,0.6018,1.2036
conservador,Conservador,Medico,6,7,1,1,6082,1393,9.2,152,15,8.6,23.6,Subúrbio Silencioso,4.3661,0.1819,11.5879,0.4828,0.9657,1.9313
conservador,Conservador,Medico,7,8,1,1,8422,1393,9.2,152,15,8.6,23.6,Subúrbio Silencioso,6.0459,0.2519,17.6339,0.7347,1.4695,2.939
conservador,Conservador,Medico,8,9,1,1,10995,1393,9.2,152,15,8.6,23.6,Subúrbio Silencioso,7.893,0.3289,25.5269,1.0636,2.1272,4.2545
conservador,Conservador,Medico,9,10,1,1,13334,1393,9.2,152,15,8.6,23.6,Subúrbio Silencioso,9.5721,0.3988,35.0991,1.4625,2.9249,5.8498
conservador,Conservador,Medico,10,11,1,1,15908,1393,9.2,152,15,8.6,23.6,Subúrbio Silencioso,11.42,0.4758,46.519,1.9383,3.8766,7.7532
conservador,Conservador,Medico,11,12,2,10,2495,1549,16,97,12,24.77,36.77,Distrito da Ferrugem,1.6107,0.0671,48.1297,2.0054,4.0108,8.0216
conservador,Conservador,Medico,12,13,2,10,4991,1549,16,97,12,24.77,36.77,Distrito da Ferrugem,3.2221,0.1343,51.3518,2.1397,4.2793,8.5586
conservador,Conservador,Medico,13,14,2,10,8734,1549,16,97,12,24.77,36.77,Distrito da Ferrugem,5.6385,0.2349,56.9903,2.3746,4.7492,9.4984
conservador,Conservador,Medico,14,15,2,10,14972,1549,16,97,12,24.77,36.77,Distrito da Ferrugem,9.6656,0.4027,66.6559,2.7773,5.5547,11.1093
conservador,Conservador,Medico,15,16,2,10,22458,1549,16,97,12,24.77,36.77,Distrito da Ferrugem,14.4984,0.6041,81.1543,3.3814,6.7629,13.5257
conservador,Conservador,Medico,16,17,2,10,32439,1549,16,97,12,24.77,36.77,Distrito da Ferrugem,20.9419,0.8726,102.0962,4.254,8.508,17.016
conservador,Conservador,Medico,17,18,2,10,44916,1549,16,97,12,24.77,36.77,Distrito da Ferrugem,28.9968,1.2082,131.0929,5.4622,10.9244,21.8488
conservador,Conservador,Medico,18,19,2,10,58640,1549,16,97,12,24.77,36.77,Distrito da Ferrugem,37.8567,1.5774,168.9496,7.0396,14.0791,28.1583
conservador,Conservador,Medico,19,20,2,10,71116,1549,16,97,12,24.77,36.77,Distrito da Ferrugem,45.9109,1.913,214.8605,8.9525,17.905,35.8101
conservador,Conservador,Medico,20,21,2,10,84840,1549,16,97,12,24.77,36.77,Distrito da Ferrugem,54.7708,2.2821,269.6314,11.2346,22.4693,44.9386
conservador,Conservador,Medico,21,22,3,15,7278,2378,28.6,83,11,32.08,43.08,Hospital Santa Ruína,3.0606,0.1275,272.6919,11.3622,22.7243,45.4487
conservador,Conservador,Medico,22,23,3,15,14556,2378,28.6,83,11,32.08,43.08,Hospital Santa Ruína,6.1211,0.255,278.813,11.6172,23.2344,46.4688
conservador,Conservador,Medico,23,24,3,15,25473,2378,28.6,83,11,32.08,43.08,Hospital Santa Ruína,10.7119,0.4463,289.525,12.0635,24.1271,48.2542
conservador,Conservador,Medico,24,25,3,15,43668,2378,28.6,83,11,32.08,43.08,Hospital Santa Ruína,18.3633,0.7651,307.8883,12.8287,25.6574,51.3147
conservador,Conservador,Medico,25,26,3,15,65502,2378,28.6,83,11,32.08,43.08,Hospital Santa Ruína,27.545,1.1477,335.4333,13.9764,27.9528,55.9055
conservador,Conservador,Medico,26,27,3,15,94614,2378,28.6,83,11,32.08,43.08,Hospital Santa Ruína,39.7872,1.6578,375.2205,15.6342,31.2684,62.5368
conservador,Conservador,Medico,27,28,3,15,131004,2378,28.6,83,11,32.08,43.08,Hospital Santa Ruína,55.09,2.2954,430.3105,17.9296,35.8592,71.7184
conservador,Conservador,Medico,28,29,3,15,171032,2378,28.6,83,11,32.08,43.08,Hospital Santa Ruína,71.9226,2.9968,502.2331,20.9264,41.8528,83.7055
conservador,Conservador,Medico,29,30,3,15,207422,2378,28.6,83,11,32.08,43.08,Hospital Santa Ruína,87.2254,3.6344,589.4585,24.5608,49.1215,98.2431
conservador,Conservador,Medico,30,31,3,15,247451,2378,28.6,83,11,32.08,43.08,Hospital Santa Ruína,104.0585,4.3358,693.517,28.8965,57.7931,115.5862
conservador,Conservador,Medico,31,32,4,20,14036,3394,46.5,73,10,39,49,Terminal dos Esquecidos,4.1355,0.1723,697.6525,29.0689,58.1377,116.2754
conservador,Conservador,Medico,32,33,4,20,28072,3394,46.5,73,10,39,49,Terminal dos Esquecidos,8.2711,0.3446,705.9236,29.4135,58.827,117.6539
conservador,Conservador,Medico,33,34,4,20,49126,3394,46.5,73,10,39,49,Terminal dos Esquecidos,14.4744,0.6031,720.3979,30.0166,60.0332,120.0663
conservador,Conservador,Medico,34,35,4,20,84217,3394,46.5,73,10,39,49,Terminal dos Esquecidos,24.8135,1.0339,745.2114,31.0505,62.101,124.2019
conservador,Conservador,Medico,35,36,4,20,126325,3394,46.5,73,10,39,49,Terminal dos Esquecidos,37.2201,1.5508,782.4315,32.6013,65.2026,130.4053
