sessionLabel,sessionHours,huntingLevel,potionQuantity,tier,level,className,mapName,hp,potionHealAmount,secondsPerFind,ttkSeconds,secondsPerMob,maxKillsByTime,kills,xp,xpPerScheduledHour,xpPerActiveHour,xpPerPotion,potionsUsed,potionsNeededForFullSession,potionCoveragePercent,completionPercent,hoursUntilStop,damagePerHour,finalHpPercent,riskLevel,xpVsBestPercent
"6h",6,1,200,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,432,432,59918,9986.33,9986.33,1069.96,56,56,357.1,100,6,3864.96,58.69,"LOW",99.9
"6h",6,1,300,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,432,432,59918,9986.33,9986.33,1069.96,56,56,535.7,100,6,3864.96,58.69,"LOW",99.9
"12h",12,1,0,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,864,22,3051,254.25,9550.96,3051,0,113,0,2.7,0.32,3696.92,0,"HIGH",48.6
"12h",12,1,5,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,864,60,8322,693.5,9822.69,1664.4,5,113,4.4,7.1,0.85,3801.6,0,"HIGH",64
"12h",12,1,10,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,864,98,13593,1132.75,9885.82,1359.3,10,113,8.8,11.5,1.38,3825.92,0,"HIGH",68.9
"12h",12,1,20,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,864,173,23995,1999.58,9928.97,1199.75,20,113,17.7,20.1,2.42,3842.75,0,"HIGH",72.3
"12h",12,1,50,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,864,400,55480,4623.33,9961.5,1109.6,50,113,44.2,46.4,5.57,3855.32,0,"HIGH",75.4
"12h",12,1,100,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,864,777,107770,8980.83,9973.57,1077.7,100,113,88.5,90,10.81,3859.99,0,"HIGH",89.7
"12h",12,1,150,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,864,864,119837,9986.42,9986.42,1060.5,113,113,132.7,100,12,3864.96,50.2,"MEDIUM",99.8
"12h",12,1,200,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,864,864,119837,9986.42,9986.42,1060.5,113,113,177,100,12,3864.96,50.2,"MEDIUM",99.8
"12h",12,1,300,7,70,"Atirador","Avenida dos Caídos",1234,405,15,35,50,864,864,119837,9986.42,9986.42,1060.5,113,113,265.5,100,12,3864.96,50.2,"MEDIUM",99.8
"6h",6,1,0,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,392,31,4743,790.5,9701.59,4743,0,44,0,8.1,0.49,6318.72,0,"HIGH",75.6
"6h",6,1,5,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,392,74,11322,1887,9881.02,2264.4,5,44,11.4,19.1,1.15,6435.58,0,"HIGH",87.1
"6h",6,1,10,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,392,117,17901,2983.5,9929.68,1790.1,10,44,22.7,30,1.8,6467.27,0,"HIGH",90.7
"6h",6,1,20,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,392,204,31212,5202,9965.69,1560.6,20,44,45.5,52.2,3.13,6490.73,0,"HIGH",94
"6h",6,1,50,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,392,392,59976,9996,9996,1363.09,44,44,113.6,100,6,6510.47,62.31,"LOW",100
"6h",6,1,100,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,392,392,59976,9996,9996,1363.09,44,44,227.3,100,6,6510.47,62.31,"LOW",100
"6h",6,1,150,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,392,392,59976,9996,9996,1363.09,44,44,340.9,100,6,6510.47,62.31,"LOW",100
"6h",6,1,200,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,392,392,59976,9996,9996,1363.09,44,44,454.5,100,6,6510.47,62.31,"LOW",100
"6h",6,1,300,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,392,392,59976,9996,9996,1363.09,44,44,681.8,100,6,6510.47,62.31,"LOW",100
"12h",12,1,0,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,785,31,4743,395.25,9701.59,4743,0,89,0,4.1,0.49,6318.72,0,"HIGH",75.6
"12h",12,1,5,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,785,74,11322,943.5,9881.02,2264.4,5,89,5.6,9.5,1.15,6435.58,0,"HIGH",87.1
"12h",12,1,10,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,785,117,17901,1491.75,9929.68,1790.1,10,89,11.2,15,1.8,6467.27,0,"HIGH",90.7
"12h",12,1,20,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,785,204,31212,2601,9965.69,1560.6,20,89,22.5,26.1,3.13,6490.73,0,"HIGH",94
"12h",12,1,50,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,785,463,70839,5903.25,9992.96,1416.78,50,89,56.2,59.1,7.09,6508.49,0,"HIGH",96.3
"12h",12,1,100,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,785,785,120105,10008.75,10008.75,1349.49,89,89,112.4,100,12,6518.77,48.97,"MEDIUM",100
"12h",12,1,150,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,785,785,120105,10008.75,10008.75,1349.49,89,89,168.5,100,12,6518.77,48.97,"MEDIUM",100
"12h",12,1,200,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,785,785,120105,10008.75,10008.75,1349.49,89,89,224.7,100,12,6518.77,48.97,"MEDIUM",100
"12h",12,1,300,7,70,"Medico","Avenida dos Caídos",3128,861,15,40,55,785,785,120105,10008.75,10008.75,1349.49,89,89,337.1,100,12,6518.77,48.97,"MEDIUM",100
"6h",6,1,0,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,385,26,5725,954.17,13630.95,5725,0,68,0,7,0.42,8996.62,0,"HIGH",100
"6h",6,1,5,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,385,53,11671,1945.17,13894.05,2334.2,5,68,7.4,14,0.84,9169.63,0,"HIGH",100
"6h",6,1,10,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,385,81,17836,2972.67,13982.93,1783.6,10,68,14.7,21.3,1.28,9228.71,0,"HIGH",100
"6h",6,1,20,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,385,135,29727,4954.5,14051.63,1486.35,20,68,29.4,35.3,2.12,9273.95,0,"HIGH",100
"6h",6,1,50,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,385,299,65840,10973.33,14108.57,1316.8,50,68,73.5,77.8,4.67,9311.5,0,"HIGH",100
"6h",6,1,100,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,385,385,84777,14129.5,14129.5,1246.72,68,68,147.1,100,6,9325.34,48.86,"MEDIUM",98.2
"6h",6,1,150,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,385,385,84777,14129.5,14129.5,1246.72,68,68,220.6,100,6,9325.34,48.86,"MEDIUM",98.2
"6h",6,1,200,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,385,385,84777,14129.5,14129.5,1246.72,68,68,294.1,100,6,9325.34,48.86,"MEDIUM",98.2
"6h",6,1,300,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,385,385,84777,14129.5,14129.5,1246.72,68,68,441.2,100,6,9325.34,48.86,"MEDIUM",98.2
"12h",12,1,0,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,771,26,5725,477.08,13630.95,5725,0,138,0,3.5,0.42,8996.62,0,"HIGH",100
"12h",12,1,5,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,771,53,11671,972.58,13894.05,2334.2,5,138,3.6,7,0.84,9169.63,0,"HIGH",100
"12h",12,1,10,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,771,81,17836,1486.33,13982.93,1783.6,10,138,7.2,10.6,1.28,9228.71,0,"HIGH",100
"12h",12,1,20,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,771,135,29727,2477.25,14051.63,1486.35,20,138,14.5,17.6,2.12,9273.95,0,"HIGH",100
"12h",12,1,50,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,771,299,65840,5486.67,14108.57,1316.8,50,138,36.2,38.9,4.67,9311.5,0,"HIGH",100
"12h",12,1,100,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,771,572,125954,10496.17,14130.96,1259.54,100,138,72.5,74.3,8.91,9326.34,0,"HIGH",100
"12h",12,1,150,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,771,771,169774,14147.83,14147.83,1230.25,138,138,108.7,100,12,9337.45,35.37,"MEDIUM",98.2
"12h",12,1,200,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,771,771,169774,14147.83,14147.83,1230.25,138,138,144.9,100,12,9337.45,35.37,"MEDIUM",98.2
"12h",12,1,300,8,80,"Lutador","Complexo Helix",3833,794,15,41,56,771,771,169774,14147.83,14147.83,1230.25,138,138,217.4,100,12,9337.45,35.37,"MEDIUM",98.2
"6h",6,1,0,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,432,17,3395,565.83,13580,3395,0,81,0,4.2,0.25,5572.6,0,"HIGH",59.3
"6h",6,1,5,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,432,43,8587,1431.17,14051.45,1717.4,5,81,6.2,10.2,0.61,5766.3,0,"HIGH",73.6
"6h",6,1,10,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,432,69,13779,2296.5,14172.69,1377.9,10,81,12.3,16.2,0.97,5816.11,0,"HIGH",77.3
"6h",6,1,20,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,432,122,24363,4060.5,14261.27,1218.15,20,81,24.7,28.5,1.71,5852.43,0,"HIGH",82
"6h",6,1,50,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,432,280,55916,9319.33,14327.23,1118.32,50,81,61.7,65,3.9,5879.4,0,"HIGH",84.9
"6h",6,1,100,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,432,432,86270,14378.33,14378.33,1065.06,81,81,123.5,100,6,5900.4,65.15,"LOW",99.9
"6h",6,1,150,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,432,432,86270,14378.33,14378.33,1065.06,81,81,185.2,100,6,5900.4,65.15,"LOW",99.9
"6h",6,1,200,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,432,432,86270,14378.33,14378.33,1065.06,81,81,246.9,100,6,5900.4,65.15,"LOW",99.9
"6h",6,1,300,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,432,432,86270,14378.33,14378.33,1065.06,81,81,370.4,100,6,5900.4,65.15,"LOW",99.9
"12h",12,1,0,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,864,17,3395,282.92,13580,3395,0,163,0,2.1,0.25,5572.6,0,"HIGH",59.3
"12h",12,1,5,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,864,43,8587,715.58,14051.45,1717.4,5,163,3.1,5.1,0.61,5766.3,0,"HIGH",73.6
"12h",12,1,10,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,864,69,13779,1148.25,14172.69,1377.9,10,163,6.1,8.1,0.97,5816.11,0,"HIGH",77.3
"12h",12,1,20,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,864,122,24363,2030.25,14261.27,1218.15,20,163,12.3,14.2,1.71,5852.43,0,"HIGH",82
"12h",12,1,50,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,864,280,55916,4659.67,14327.23,1118.32,50,163,30.7,32.5,3.9,5879.4,0,"HIGH",84.9
"12h",12,1,100,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,864,543,108437,9036.42,14351.96,1084.37,100,163,61.3,63,7.56,5889.55,0,"HIGH",86.1
"12h",12,1,150,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,864,806,160958,13413.17,14360.57,1073.05,150,163,92,93.4,11.21,5893.09,0,"HIGH",93.1
"12h",12,1,200,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,864,864,172541,14378.42,14378.42,1058.53,163,163,122.7,100,12,5900.4,60.87,"LOW",99.8
"12h",12,1,300,8,80,"Assassino","Complexo Helix",1410,431,15,35,50,864,864,172541,14378.42,14378.42,1058.53,163,163,184,100,12,5900.4,60.87,"LOW",99.8
"6h",6,1,0,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,432,17,3395,565.83,13580,3395,0,79,0,4.2,0.25,5477.4,0,"HIGH",59.3
"6h",6,1,5,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,432,44,8787,1464.5,14059.2,1757.4,5,79,6.3,10.4,0.63,5670.72,0,"HIGH",75.3
"6h",6,1,10,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,432,71,14179,2363.17,14179,1417.9,10,79,12.7,16.7,1,5719.05,0,"HIGH",79.5
"6h",6,1,20,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,432,125,24963,4160.5,14264.57,1248.15,20,79,25.3,29.2,1.75,5753.57,0,"HIGH",84
"6h",6,1,50,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,432,287,57314,9552.33,14328.5,1146.28,50,79,63.3,66.7,4,5779.46,0,"HIGH",87.1
"6h",6,1,100,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,432,432,86270,14378.33,14378.33,1092.03,79,79,126.6,100,6,5799.6,64.27,"LOW",99.9
"6h",6,1,150,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,432,432,86270,14378.33,14378.33,1092.03,79,79,189.9,100,6,5799.6,64.27,"LOW",99.9
"6h",6,1,200,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,432,432,86270,14378.33,14378.33,1092.03,79,79,253.2,100,6,5799.6,64.27,"LOW",99.9
"6h",6,1,300,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,432,432,86270,14378.33,14378.33,1092.03,79,79,379.7,100,6,5799.6,64.27,"LOW",99.9
"12h",12,1,0,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,864,17,3395,282.92,13580,3395,0,159,0,2.1,0.25,5477.4,0,"HIGH",59.3
"12h",12,1,5,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,864,44,8787,732.25,14059.2,1757.4,5,159,3.1,5.2,0.63,5670.72,0,"HIGH",75.3
"12h",12,1,10,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,864,71,14179,1181.58,14179,1417.9,10,159,6.3,8.3,1,5719.05,0,"HIGH",79.5
"12h",12,1,20,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,864,125,24963,2080.25,14264.57,1248.15,20,159,12.6,14.6,1.75,5753.57,0,"HIGH",84
"12h",12,1,50,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,864,287,57314,4776.17,14328.5,1146.28,50,159,31.4,33.3,4,5779.46,0,"HIGH",87.1
"12h",12,1,100,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,864,556,111033,9252.75,14352.56,1110.33,100,159,62.9,64.5,7.74,5789.19,0,"HIGH",88.2
"12h",12,1,150,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,864,825,164753,13729.42,14361.04,1098.35,150,159,94.3,95.6,11.47,5792.58,0,"HIGH",95.3
"12h",12,1,200,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,864,864,172541,14378.42,14378.42,1085.16,159,159,125.8,100,12,5799.6,58.85,"LOW",99.8
"12h",12,1,300,8,80,"Atirador","Complexo Helix",1432,434,15,35,50,864,864,172541,14378.42,14378.42,1085.16,159,159,188.7,100,12,5799.6,58.85,"LOW",99.8
"6h",6,1,0,8,80,"Medico","Complexo Helix",3434,918,15,40,55,392,20,4404,734,13726.75,4404,0,71,0,5.3,0.32,10655.38,0,"HIGH",76.9
"6h",6,1,5,8,80,"Medico","Complexo Helix",3434,918,15,40,55,392,46,10129,1688.17,14106.15,2025.8,5,71,7,12,0.72,10950.1,0,"HIGH",86.8
"6h",6,1,10,8,80,"Medico","Complexo Helix",3434,918,15,40,55,392,73,16075,2679.17,14218.67,1607.5,10,71,14.1,18.8,1.13,11036.95,0,"HIGH",90.1
"6h",6,1,20,8,80,"Medico","Complexo Helix",3434,918,15,40,55,392,127,27965,4660.83,14300.28,1398.25,20,71,28.2,32.6,1.96,11100.74,0,"HIGH",94.1
"6h",6,1,50,8,80,"Medico","Complexo Helix",3434,918,15,40,55,392,288,63418,10569.67,14363.31,1268.36,50,71,70.4,73.6,4.42,11149.43,0,"HIGH",96.3
"6h",6,1,100,8,80,"Medico","Complexo Helix",3434,918,15,40,55,392,392,86318,14386.33,14386.33,1215.75,71,71,140.8,100,6,11167.43,46.81,"MEDIUM",100
"6h",6,1,150,8,80,"Medico","Complexo Helix",3434,918,15,40,55,392,392,86318,14386.33,14386.33,1215.75,71,71,211.3,100,6,11167.43,46.81,"MEDIUM",100
"6h",6,1,200,8,80,"Medico","Complexo Helix",3434,918,15,40,55,392,392,86318,14386.33,14386.33,1215.75,71,71,281.7,100,6,11167.43,46.81,"MEDIUM",100
"6h",6,1,300,8,80,"Medico","Complexo Helix",3434,918,15,40,55,392,392,86318,14386.33,14386.33,1215.75,71,71,422.5,100,6,11167.43,46.81,"MEDIUM",100
"12h",12,1,0,8,80,"Medico","Complexo Helix",3434,918,15,40,55,785,20,4404,367,13726.75,4404,0,144,0,2.7,0.32,10655.38,0,"HIGH",76.9
"12h",12,1,5,8,80,"Medico","Complexo Helix",3434,918,15,40,55,785,46,10129,844.08,14106.15,2025.8,5,144,3.5,6,0.72,10950.1,0,"HIGH",86.8
"12h",12,1,10,8,80,"Medico","Complexo Helix",3434,918,15,40,55,785,73,16075,1339.58,14218.67,1607.5,10,144,6.9,9.4,1.13,11036.95,0,"HIGH",90.1
"12h",12,1,20,8,80,"Medico","Complexo Helix",3434,918,15,40,55,785,127,27965,2330.42,14300.28,1398.25,20,144,13.9,16.3,1.96,11100.74,0,"HIGH",94.1
"12h",12,1,50,8,80,"Medico","Complexo Helix",3434,918,15,40,55,785,288,63418,5284.83,14363.31,1268.36,50,144,34.7,36.8,4.42,11149.43,0,"HIGH",96.3
"12h",12,1,100,8,80,"Medico","Complexo Helix",3434,918,15,40,55,785,557,122651,10220.92,14387.21,1226.51,100,144,69.4,71,8.53,11168.1,0,"HIGH",97.4
"12h",12,1,150,8,80,"Medico","Complexo Helix",3434,918,15,40,55,785,785,172857,14404.75,14404.75,1200.4,144,144,104.2,100,12,11181.67,42.11,"MEDIUM",100
"12h",12,1,200,8,80,"Medico","Complexo Helix",3434,918,15,40,55,785,785,172857,14404.75,14404.75,1200.4,144,144,138.9,100,12,11181.67,42.11,"MEDIUM",100
"12h",12,1,300,8,80,"Medico","Complexo Helix",3434,918,15,40,55,785,785,172857,14404.75,14404.75,1200.4,144,144,208.3,100,12,11181.67,42.11,"MEDIUM",100
"6h",6,1,0,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,385,17,5386,897.67,19235.71,5386,0,74,0,4.7,0.28,14788.79,0,"HIGH",100
"6h",6,1,5,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,385,42,13306,2217.67,19892.69,2661.2,5,74,6.8,11.1,0.67,15294.56,0,"HIGH",100
"6h",6,1,10,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,385,67,21226,3537.67,20066.6,2122.6,10,74,13.5,17.6,1.06,15428.44,0,"HIGH",100
"6h",6,1,20,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,385,118,37382,6230.33,20194.36,1869.1,20,74,27,30.9,1.85,15527.13,0,"HIGH",100
"6h",6,1,50,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,385,271,85853,14308.83,20290.89,1717.06,50,74,67.6,70.5,4.23,15601.15,0,"HIGH",100
"6h",6,1,100,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,385,385,121968,20328,20328,1648.22,74,74,135.1,100,6,15629.72,49.67,"MEDIUM",98.2
"6h",6,1,150,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,385,385,121968,20328,20328,1648.22,74,74,202.7,100,6,15629.72,49.67,"MEDIUM",98.2
"6h",6,1,200,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,385,385,121968,20328,20328,1648.22,74,74,270.3,100,6,15629.72,49.67,"MEDIUM",98.2
"6h",6,1,300,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,385,385,121968,20328,20328,1648.22,74,74,405.4,100,6,15629.72,49.67,"MEDIUM",98.2
"12h",12,1,0,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,771,17,5386,448.83,19235.71,5386,0,150,0,2.3,0.28,14788.79,0,"HIGH",100
"12h",12,1,5,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,771,42,13306,1108.83,19892.69,2661.2,5,150,3.3,5.6,0.67,15294.56,0,"HIGH",100
"12h",12,1,10,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,771,67,21226,1768.83,20066.6,2122.6,10,150,6.7,8.8,1.06,15428.44,0,"HIGH",100
"12h",12,1,20,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,771,118,37382,3115.17,20194.36,1869.1,20,150,13.3,15.4,1.85,15527.13,0,"HIGH",100
"12h",12,1,50,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,771,271,85853,7154.42,20290.89,1717.06,50,150,33.3,35.3,4.23,15601.15,0,"HIGH",100
"12h",12,1,100,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,771,525,166320,13860,20327,1663.2,100,150,66.7,68.2,8.18,15628.94,0,"HIGH",100
"12h",12,1,150,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,771,771,244253,20354.42,20354.42,1628.35,150,150,100,100,12,15650.02,53.09,"MEDIUM",100
"12h",12,1,200,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,771,771,244253,20354.42,20354.42,1628.35,150,150,133.3,100,12,15650.02,53.09,"MEDIUM",98.3
"12h",12,1,300,9,90,"Lutador","Necrópole Industrial",4157,1239,15,41,56,771,771,244253,20354.42,20354.42,1628.35,150,150,200,100,12,15650.02,53.09,"MEDIUM",98.3
"6h",6,1,0,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,432,13,3739,623.17,19229.14,3739,0,86,0,3.2,0.19,8109.77,0,"HIGH",69.4
"6h",6,1,5,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,432,37,10641,1773.5,20161.89,2128.2,5,86,5.8,8.8,0.53,8503.77,0,"HIGH",80
"6h",6,1,10,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,432,62,17831,2971.83,20378.29,1783.1,10,86,11.6,14.6,0.88,8594.97,0,"HIGH",84
"6h",6,1,20,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,432,112,32211,5368.5,20523.82,1610.55,20,86,23.3,26.2,1.57,8656.31,0,"HIGH",86.2
"6h",6,1,50,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,432,260,74776,12462.67,20627.86,1495.52,50,86,58.1,60.4,3.63,8700.14,0,"HIGH",87.1
"6h",6,1,100,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,432,432,124243,20707.17,20707.17,1444.69,86,86,116.3,100,6,8733.6,49.96,"MEDIUM",100
"6h",6,1,150,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,432,432,124243,20707.17,20707.17,1444.69,86,86,174.4,100,6,8733.6,49.96,"MEDIUM",100
"6h",6,1,200,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,432,432,124243,20707.17,20707.17,1444.69,86,86,232.6,100,6,8733.6,49.96,"MEDIUM",100
"6h",6,1,300,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,432,432,124243,20707.17,20707.17,1444.69,86,86,348.8,100,6,8733.6,49.96,"MEDIUM",100
"12h",12,1,0,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,864,13,3739,311.58,19229.14,3739,0,173,0,1.6,0.19,8109.77,0,"HIGH",69.4
"12h",12,1,5,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,864,37,10641,886.75,20161.89,2128.2,5,173,2.9,4.4,0.53,8503.77,0,"HIGH",80
"12h",12,1,10,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,864,62,17831,1485.92,20378.29,1783.1,10,173,5.8,7.3,0.88,8594.97,0,"HIGH",84
"12h",12,1,20,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,864,112,32211,2684.25,20523.82,1610.55,20,173,11.6,13.1,1.57,8656.31,0,"HIGH",86.2
"12h",12,1,50,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,864,260,74776,6231.33,20627.86,1495.52,50,173,28.9,30.2,3.63,8700.14,0,"HIGH",87.1
"12h",12,1,100,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,864,507,145813,12151.08,20666.41,1458.13,100,173,57.8,58.8,7.06,8716.41,0,"HIGH",87.7
"12h",12,1,150,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,864,755,217138,18094.83,20679.81,1447.59,150,173,86.7,87.5,10.5,8722.05,0,"HIGH",88.9
"12h",12,1,200,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,864,864,248486,20707.17,20707.17,1436.34,173,173,115.6,100,12,8733.6,37.38,"MEDIUM",100
"12h",12,1,300,9,90,"Assassino","Necrópole Industrial",1602,600,15,35,50,864,864,248486,20707.17,20707.17,1436.34,173,173,173.4,100,12,8733.6,37.38,"MEDIUM",100
"6h",6,1,0,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,432,13,3739,623.17,19229.14,3739,0,85,0,3.2,0.19,8044.92,0,"HIGH",69.4
"6h",6,1,5,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,432,38,10929,1821.5,20176.62,2185.8,5,85,5.9,9,0.54,8441.61,0,"HIGH",82.1
"6h",6,1,10,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,432,63,18119,3019.83,20383.88,1811.9,10,85,11.8,14.8,0.89,8528.39,0,"HIGH",85.4
"6h",6,1,20,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,432,113,32499,5416.5,20525.68,1624.95,20,85,23.5,26.4,1.58,8587.76,0,"HIGH",86.9
"6h",6,1,50,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,432,264,75926,12654.33,20628.95,1518.52,50,85,58.8,61.3,3.68,8631.07,0,"HIGH",88.4
"6h",6,1,100,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,432,432,124243,20707.17,20707.17,1461.68,85,85,117.6,100,6,8663.76,60.29,"LOW",100
"6h",6,1,150,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,432,432,124243,20707.17,20707.17,1461.68,85,85,176.5,100,6,8663.76,60.29,"LOW",100
"6h",6,1,200,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,432,432,124243,20707.17,20707.17,1461.68,85,85,235.3,100,6,8663.76,60.29,"LOW",100
"6h",6,1,300,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,432,432,124243,20707.17,20707.17,1461.68,85,85,352.9,100,6,8663.76,60.29,"LOW",100
"12h",12,1,0,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,864,13,3739,311.58,19229.14,3739,0,171,0,1.6,0.19,8044.92,0,"HIGH",69.4
"12h",12,1,5,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,864,38,10929,910.75,20176.62,2185.8,5,171,2.9,4.5,0.54,8441.61,0,"HIGH",82.1
"12h",12,1,10,9,90,"Atirador","Necrópole Industrial",1618,604,15,35,50,864,63,18119,1509.92,20383.88,1811.9,10,171,5.8,7.4,0.89,8528.39,0,"HIGH",85.4
