balanceVersion,tier,bossName,difficulty,bossLevel,className,gear,projectedEquipment,participantCount,targetTtkSeconds,expectedTtkSeconds,expectedTtkMinutes,readinessRatio,damagePerSecondPerPlayer,scalingDamagePerSecondPerPlayer,maxHp
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Médico","CURRENT",false,1,2700,2700,45,1,44.5404,44.5404,120259
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Médico","CURRENT",false,2,2100,2100,35,1,44.5404,44.5404,187070
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Médico","CURRENT",false,3,1800,1800,30,1,44.5404,44.5404,240518
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Médico","CURRENT",false,5,1800,1800,30,1,44.5404,44.5404,400864
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Médico","CURRENT",false,10,1500,1500,25,1,44.5404,44.5404,668106
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Lutador","PREVIOUS",false,1,3600,4499.99,75,0.8,42.5843,53.2304,191629
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Lutador","PREVIOUS",false,2,2880,3600,60,0.8,42.5843,53.2304,306607
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Lutador","PREVIOUS",false,3,2400,3000,50,0.8,42.5843,53.2304,383259
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Lutador","PREVIOUS",false,5,2400,3000,50,0.8,42.5843,53.2304,638764
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Lutador","PREVIOUS",false,10,2100,2625,43.75,0.8,42.5843,53.2304,1117838
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Lutador","CURRENT",false,1,3600,3600.01,60,1,45.7985,45.7985,164875
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Lutador","CURRENT",false,2,2880,2880,48,1,45.7985,45.7985,263799
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Lutador","CURRENT",false,3,2400,2400,40,1,45.7985,45.7985,329749
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Lutador","CURRENT",false,5,2400,2400,40,1,45.7985,45.7985,549582
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Lutador","CURRENT",false,10,2100,2100,35,1,45.7985,45.7985,961768
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Assassino","PREVIOUS",false,1,3600,4500.01,75,0.8,39.1406,48.9257,176133
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Assassino","PREVIOUS",false,2,2880,3600,60,0.8,39.1406,48.9257,281812
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Assassino","PREVIOUS",false,3,2400,3000,50,0.8,39.1406,48.9257,352265
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Assassino","PREVIOUS",false,5,2400,3000,50,0.8,39.1406,48.9257,587109
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Assassino","PREVIOUS",false,10,2100,2625,43.75,0.8,39.1406,48.9257,1027440
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Assassino","CURRENT",false,1,3600,3600,60,1,42.3547,42.3547,152477
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Assassino","CURRENT",false,2,2880,2880,48,1,42.3547,42.3547,243963
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Assassino","CURRENT",false,3,2400,2400,40,1,42.3547,42.3547,304954
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Assassino","CURRENT",false,5,2400,2400,40,1,42.3547,42.3547,508257
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Assassino","CURRENT",false,10,2100,2100,35,1,42.3547,42.3547,889449
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Atirador","PREVIOUS",false,1,3600,4500,75,0.8,39.0947,48.8683,175926
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Atirador","PREVIOUS",false,2,2880,3600.01,60,0.8,39.0947,48.8683,281482
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Atirador","PREVIOUS",false,3,2400,3000,50,0.8,39.0947,48.8683,351852
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Atirador","PREVIOUS",false,5,2400,3000,50,0.8,39.0947,48.8683,586420
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Atirador","PREVIOUS",false,10,2100,2625,43.75,0.8,39.0947,48.8683,1026235
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Atirador","CURRENT",false,1,3600,3600,60,1,42.6761,42.6761,153634
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Atirador","CURRENT",false,2,2880,2880.01,48,1,42.6761,42.6761,245815
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Atirador","CURRENT",false,3,2400,2400,40,1,42.6761,42.6761,307268
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Atirador","CURRENT",false,5,2400,2400,40,1,42.6761,42.6761,512114
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Atirador","CURRENT",false,10,2100,2100,35,1,42.6761,42.6761,896199
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Médico","PREVIOUS",false,1,3600,4499.99,75,0.8,46.3954,57.9943,208779
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Médico","PREVIOUS",false,2,2880,3600,60,0.8,46.3954,57.9943,334047
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Médico","PREVIOUS",false,3,2400,3000,50,0.8,46.3954,57.9943,417559
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Médico","PREVIOUS",false,5,2400,3000,50,0.8,46.3954,57.9943,695931
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Médico","PREVIOUS",false,10,2100,2625,43.75,0.8,46.3954,57.9943,1217879
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Médico","CURRENT",false,1,3600,3600.01,60,1,49.931,49.931,179752
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Médico","CURRENT",false,2,2880,2880,48,1,49.931,49.931,287603
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Médico","CURRENT",false,3,2400,2400,40,1,49.931,49.931,359503
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Médico","CURRENT",false,5,2400,2400,40,1,49.931,49.931,599172
2,3,"Paciente Zero da Ala Norte","EXTERMINIO",30,"Médico","CURRENT",false,10,2100,2100,35,1,49.931,49.931,1048552
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Lutador","PREVIOUS",false,1,2700,3375.01,56.25,0.8,50.6751,63.3439,171029
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Lutador","PREVIOUS",false,2,2100,2625,43.75,0.8,50.6751,63.3439,266045
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Lutador","PREVIOUS",false,3,1800,2250,37.5,0.8,50.6751,63.3439,342057
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Lutador","PREVIOUS",false,5,1800,2250,37.5,0.8,50.6751,63.3439,570095
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Lutador","PREVIOUS",false,10,1500,1875,31.25,0.8,50.6751,63.3439,950159
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Lutador","CURRENT",false,1,2700,2699.99,45,1,53.5242,53.5242,144515
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Lutador","CURRENT",false,2,2100,2100,35,1,53.5242,53.5242,224802
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Lutador","CURRENT",false,3,1800,1800,30,1,53.5242,53.5242,289031
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Lutador","CURRENT",false,5,1800,1800,30,1,53.5242,53.5242,481718
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Lutador","CURRENT",false,10,1500,1500,25,1,53.5242,53.5242,802863
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Assassino","PREVIOUS",false,1,2700,3374.99,56.25,0.8,46.8312,58.539,158055
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Assassino","PREVIOUS",false,2,2100,2625,43.75,0.8,46.8312,58.539,245864
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Assassino","PREVIOUS",false,3,1800,2250,37.5,0.8,46.8312,58.539,316111
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Assassino","PREVIOUS",false,5,1800,2250,37.5,0.8,46.8312,58.539,526851
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Assassino","PREVIOUS",false,10,1500,1875,31.25,0.8,46.8312,58.539,878085
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Assassino","CURRENT",false,1,2700,2700,45,1,49.8611,49.8611,134625
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Assassino","CURRENT",false,2,2100,2100,35,1,49.8611,49.8611,209417
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Assassino","CURRENT",false,3,1800,1800,30,1,49.8611,49.8611,269250
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Assassino","CURRENT",false,5,1800,1800,30,1,49.8611,49.8611,448750
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Assassino","CURRENT",false,10,1500,1500,25,1,49.8611,49.8611,747917
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Atirador","PREVIOUS",false,1,2700,3375.01,56.25,0.8,47.1477,58.9347,159124
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Atirador","PREVIOUS",false,2,2100,2625,43.75,0.8,47.1477,58.9347,247526
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Atirador","PREVIOUS",false,3,1800,2250,37.5,0.8,47.1477,58.9347,318247
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Atirador","PREVIOUS",false,5,1800,2250,37.5,0.8,47.1477,58.9347,530412
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Atirador","PREVIOUS",false,10,1500,1875,31.25,0.8,47.1477,58.9347,884020
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Atirador","CURRENT",false,1,2700,2700,45,1,50.2681,50.2681,135724
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Atirador","CURRENT",false,2,2100,2100,35,1,50.2681,50.2681,211126
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Atirador","CURRENT",false,3,1800,1800,30,1,50.2681,50.2681,271448
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Atirador","CURRENT",false,5,1800,1800,30,1,50.2681,50.2681,452413
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Atirador","CURRENT",false,10,1500,1500,25,1,50.2681,50.2681,754022
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Médico","PREVIOUS",false,1,2700,3375.01,56.25,0.8,55.1975,68.9969,186292
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Médico","PREVIOUS",false,2,2100,2625,43.75,0.8,55.1975,68.9969,289787
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Médico","PREVIOUS",false,3,1800,2250,37.5,0.8,55.1975,68.9969,372583
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Médico","PREVIOUS",false,5,1800,2250,37.5,0.8,55.1975,68.9969,620972
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Médico","PREVIOUS",false,10,1500,1875,31.25,0.8,55.1975,68.9969,1034953
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Médico","CURRENT",false,1,2700,2699.99,45,1,58.6798,58.6798,158435
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Médico","CURRENT",false,2,2100,2100,35,1,58.6798,58.6798,246455
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Médico","CURRENT",false,3,1800,1800,30,1,58.6798,58.6798,316871
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Médico","CURRENT",false,5,1800,1800,30,1,58.6798,58.6798,528118
2,4,"Fiscal dos Mortos","CONTENCAO",35,"Médico","CURRENT",false,10,1500,1500,25,1,58.6798,58.6798,880196
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Lutador","PREVIOUS",false,1,3600,4500.01,75,0.8,55.2839,69.1049,248778
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Lutador","PREVIOUS",false,2,2880,3600,60,0.8,55.2839,69.1049,398044
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Lutador","PREVIOUS",false,3,2400,3000,50,0.8,55.2839,69.1049,497555
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Lutador","PREVIOUS",false,5,2400,3000,50,0.8,55.2839,69.1049,829258
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Lutador","PREVIOUS",false,10,2100,2625,43.75,0.8,55.2839,69.1049,1451202
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Lutador","CURRENT",false,1,3600,3599.99,60,1,58.0826,58.0826,209097
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Lutador","CURRENT",false,2,2880,2880,48,1,58.0826,58.0826,334556
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Lutador","CURRENT",false,3,2400,2400,40,1,58.0826,58.0826,418195
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Lutador","CURRENT",false,5,2400,2400,40,1,58.0826,58.0826,696991
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Lutador","CURRENT",false,10,2100,2100,35,1,58.0826,58.0826,1219734
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Assassino","PREVIOUS",false,1,3600,4500.01,75,0.8,51.0637,63.8296,229787
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Assassino","PREVIOUS",false,2,2880,3600,60,0.8,51.0637,63.8296,367659
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Assassino","PREVIOUS",false,3,2400,3000,50,0.8,51.0637,63.8296,459573
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Assassino","PREVIOUS",false,5,2400,3000,50,0.8,51.0637,63.8296,765955
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Assassino","PREVIOUS",false,10,2100,2625,43.75,0.8,51.0637,63.8296,1340422
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Assassino","CURRENT",false,1,3600,3600,60,1,54.04,54.04,194544
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Assassino","CURRENT",false,2,2880,2880,48,1,54.04,54.04,311271
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Assassino","CURRENT",false,3,2400,2400,40,1,54.04,54.04,389088
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Assassino","CURRENT",false,5,2400,2400,40,1,54.04,54.04,648481
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Assassino","CURRENT",false,10,2100,2100,35,1,54.04,54.04,1134841
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Atirador","PREVIOUS",false,1,3600,4500,75,0.8,51.3747,64.2183,231186
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Atirador","PREVIOUS",false,2,2880,3600,60,0.8,51.3747,64.2183,369897
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Atirador","PREVIOUS",false,3,2400,3000,50,0.8,51.3747,64.2183,462372
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Atirador","PREVIOUS",false,5,2400,3000,50,0.8,51.3747,64.2183,770620
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Atirador","PREVIOUS",false,10,2100,2625,43.75,0.8,51.3747,64.2183,1348585
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Atirador","CURRENT",false,1,3600,3599.99,60,1,54.4399,54.4399,195983
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Atirador","CURRENT",false,2,2880,2880,48,1,54.4399,54.4399,313574
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Atirador","CURRENT",false,3,2400,2400,40,1,54.4399,54.4399,391967
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Atirador","CURRENT",false,5,2400,2400,40,1,54.4399,54.4399,653278
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Atirador","CURRENT",false,10,2100,2100,35,1,54.4399,54.4399,1143237
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Médico","PREVIOUS",false,1,3600,4499.99,75,0.8,60.1705,75.2131,270767
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Médico","PREVIOUS",false,2,2880,3600,60,0.8,60.1705,75.2131,433228
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Médico","PREVIOUS",false,3,2400,3000,50,0.8,60.1705,75.2131,541535
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Médico","PREVIOUS",false,5,2400,3000,50,0.8,60.1705,75.2131,902558
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Médico","PREVIOUS",false,10,2100,2625,43.75,0.8,60.1705,75.2131,1579476
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Médico","CURRENT",false,1,3600,3600,60,1,63.5912,63.5912,228928
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Médico","CURRENT",false,2,2880,2880,48,1,63.5912,63.5912,366285
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Médico","CURRENT",false,3,2400,2400,40,1,63.5912,63.5912,457856
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Médico","CURRENT",false,5,2400,2400,40,1,63.5912,63.5912,763094
2,4,"Condutor Sem Rota","EXTERMINIO",40,"Médico","CURRENT",false,10,2100,2100,35,1,63.5912,63.5912,1335415
2,5,"Comandante Lacrado","CONTENCAO",45,"Lutador","PREVIOUS",false,1,2700,3375,56.25,0.8,62.5556,78.1945,211125
2,5,"Comandante Lacrado","CONTENCAO",45,"Lutador","PREVIOUS",false,2,2100,2625,43.75,0.8,62.5556,78.1945,328417
2,5,"Comandante Lacrado","CONTENCAO",45,"Lutador","PREVIOUS",false,3,1800,2250,37.5,0.8,62.5556,78.1945,422250
2,5,"Comandante Lacrado","CONTENCAO",45,"Lutador","PREVIOUS",false,5,1800,2250,37.5,0.8,62.5556,78.1945,703750
2,5,"Comandante Lacrado","CONTENCAO",45,"Lutador","PREVIOUS",false,10,1500,1875,31.25,0.8,62.5556,78.1945,1172917
2,5,"Comandante Lacrado","CONTENCAO",45,"Lutador","CURRENT",false,1,2700,2699.99,45,1,65.7916,65.7916,177637
2,5,"Comandante Lacrado","CONTENCAO",45,"Lutador","CURRENT",false,2,2100,2100,35,1,65.7916,65.7916,276325
2,5,"Comandante Lacrado","CONTENCAO",45,"Lutador","CURRENT",false,3,1800,1800,30,1,65.7916,65.7916,355275
2,5,"Comandante Lacrado","CONTENCAO",45,"Lutador","CURRENT",false,5,1800,1800,30,1,65.7916,65.7916,592125
2,5,"Comandante Lacrado","CONTENCAO",45,"Lutador","CURRENT",false,10,1500,1500,25,1,65.7916,65.7916,986874
2,5,"Comandante Lacrado","CONTENCAO",45,"Assassino","PREVIOUS",false,1,2700,3375.01,56.25,0.8,58.1389,72.6736,196219
2,5,"Comandante Lacrado","CONTENCAO",45,"Assassino","PREVIOUS",false,2,2100,2625,43.75,0.8,58.1389,72.6736,305229
2,5,"Comandante Lacrado","CONTENCAO",45,"Assassino","PREVIOUS",false,3,1800,2250,37.5,0.8,58.1389,72.6736,392437
2,5,"Comandante Lacrado","CONTENCAO",45,"Assassino","PREVIOUS",false,5,1800,2250,37.5,0.8,58.1389,72.6736,654062
2,5,"Comandante Lacrado","CONTENCAO",45,"Assassino","PREVIOUS",false,10,1500,1875,31.25,0.8,58.1389,72.6736,1090103
2,5,"Comandante Lacrado","CONTENCAO",45,"Assassino","CURRENT",false,1,2700,2700,45,1,60.6752,60.6752,163823
2,5,"Comandante Lacrado","CONTENCAO",45,"Assassino","CURRENT",false,2,2100,2100,35,1,60.6752,60.6752,254836
2,5,"Comandante Lacrado","CONTENCAO",45,"Assassino","CURRENT",false,3,1800,1800,30,1,60.6752,60.6752,327646
2,5,"Comandante Lacrado","CONTENCAO",45,"Assassino","CURRENT",false,5,1800,1800,30,1,60.6752,60.6752,546077
2,5,"Comandante Lacrado","CONTENCAO",45,"Assassino","CURRENT",false,10,1500,1500,25,1,60.6752,60.6752,910128
2,5,"Comandante Lacrado","CONTENCAO",45,"Atirador","PREVIOUS",false,1,2700,3375,56.25,0.8,58.5324,73.1655,197547
2,5,"Comandante Lacrado","CONTENCAO",45,"Atirador","PREVIOUS",false,2,2100,2625,43.75,0.8,58.5324,73.1655,307295
2,5,"Comandante Lacrado","CONTENCAO",45,"Atirador","PREVIOUS",false,3,1800,2250,37.5,0.8,58.5324,73.1655,395094
2,5,"Comandante Lacrado","CONTENCAO",45,"Atirador","PREVIOUS",false,5,1800,2250,37.5,0.8,58.5324,73.1655,658490
2,5,"Comandante Lacrado","CONTENCAO",45,"Atirador","PREVIOUS",false,10,1500,1875,31.25,0.8,58.5324,73.1655,1097483
2,5,"Comandante Lacrado","CONTENCAO",45,"Atirador","CURRENT",false,1,2700,2700,45,1,61.2874,61.2874,165476
2,5,"Comandante Lacrado","CONTENCAO",45,"Atirador","CURRENT",false,2,2100,2100,35,1,61.2874,61.2874,257407
2,5,"Comandante Lacrado","CONTENCAO",45,"Atirador","CURRENT",false,3,1800,1800,30,1,61.2874,61.2874,330952
2,5,"Comandante Lacrado","CONTENCAO",45,"Atirador","CURRENT",false,5,1800,1800,30,1,61.2874,61.2874,551587
2,5,"Comandante Lacrado","CONTENCAO",45,"Atirador","CURRENT",false,10,1500,1500,25,1,61.2874,61.2874,919311
2,5,"Comandante Lacrado","CONTENCAO",45,"Médico","PREVIOUS",false,1,2700,3375,56.25,0.8,68.4154,85.5193,230902
2,5,"Comandante Lacrado","CONTENCAO",45,"Médico","PREVIOUS",false,2,2100,2625,43.75,0.8,68.4154,85.5193,359181
2,5,"Comandante Lacrado","CONTENCAO",45,"Médico","PREVIOUS",false,3,1800,2250,37.5,0.8,68.4154,85.5193,461804
2,5,"Comandante Lacrado","CONTENCAO",45,"Médico","PREVIOUS",false,5,1800,2250,37.5,0.8,68.4154,85.5193,769674
2,5,"Comandante Lacrado","CONTENCAO",45,"Médico","PREVIOUS",false,10,1500,1875,31.25,0.8,68.4154,85.5193,1282790
2,5,"Comandante Lacrado","CONTENCAO",45,"Médico","CURRENT",false,1,2700,2700,45,1,72.1326,72.1326,194758
2,5,"Comandante Lacrado","CONTENCAO",45,"Médico","CURRENT",false,2,2100,2100,35,1,72.1326,72.1326,302957
2,5,"Comandante Lacrado","CONTENCAO",45,"Médico","CURRENT",false,3,1800,1800,30,1,72.1326,72.1326,389516
2,5,"Comandante Lacrado","CONTENCAO",45,"Médico","CURRENT",false,5,1800,1800,30,1,72.1326,72.1326,649193
2,5,"Comandante Lacrado","CONTENCAO",45,"Médico","CURRENT",false,10,1500,1500,25,1,72.1326,72.1326,1081988
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Lutador","PREVIOUS",false,1,3600,4500.01,75,0.8,66.7273,83.4091,300273
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Lutador","PREVIOUS",false,2,2880,3600,60,0.8,66.7273,83.4091,480436
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Lutador","PREVIOUS",false,3,2400,3000,50,0.8,66.7273,83.4091,600545
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Lutador","PREVIOUS",false,5,2400,3000,50,0.8,66.7273,83.4091,1000909
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Lutador","PREVIOUS",false,10,2100,2625,43.75,0.8,66.7273,83.4091,1751591
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Lutador","CURRENT",false,1,3600,3600,60,1,69.9041,69.9041,251655
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Lutador","CURRENT",false,2,2880,2880,48,1,69.9041,69.9041,402648
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Lutador","CURRENT",false,3,2400,2400,40,1,69.9041,69.9041,503310
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Lutador","CURRENT",false,5,2400,2400,40,1,69.9041,69.9041,838849
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Lutador","CURRENT",false,10,2100,2100,35,1,69.9041,69.9041,1467986
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Assassino","PREVIOUS",false,1,3600,4500,75,0.8,61.962,77.4525,278829
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Assassino","PREVIOUS",false,2,2880,3600,60,0.8,61.962,77.4525,446127
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Assassino","PREVIOUS",false,3,2400,3000,50,0.8,61.962,77.4525,557658
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Assassino","PREVIOUS",false,5,2400,3000,50,0.8,61.962,77.4525,929430
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Assassino","PREVIOUS",false,10,2100,2625,43.75,0.8,61.962,77.4525,1626503
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Assassino","CURRENT",false,1,3600,3600,60,1,64.452,64.452,232027
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Assassino","CURRENT",false,2,2880,2880,48,1,64.452,64.452,371243
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Assassino","CURRENT",false,3,2400,2400,40,1,64.452,64.452,464054
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Assassino","CURRENT",false,5,2400,2400,40,1,64.452,64.452,773424
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Assassino","CURRENT",false,10,2100,2100,35,1,64.452,64.452,1353491
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Atirador","PREVIOUS",false,1,3600,4500,75,0.8,62.3484,77.9355,280568
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Atirador","PREVIOUS",false,2,2880,3600,60,0.8,62.3484,77.9355,448908
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Atirador","PREVIOUS",false,3,2400,3000,50,0.8,62.3484,77.9355,561136
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Atirador","PREVIOUS",false,5,2400,3000,50,0.8,62.3484,77.9355,935226
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Atirador","PREVIOUS",false,10,2100,2625,43.75,0.8,62.3484,77.9355,1636645
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Atirador","CURRENT",false,1,3600,3600,60,1,65.053,65.053,234191
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Atirador","CURRENT",false,2,2880,2880,48,1,65.053,65.053,374705
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Atirador","CURRENT",false,3,2400,2400,40,1,65.053,65.053,468381
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Atirador","CURRENT",false,5,2400,2400,40,1,65.053,65.053,780636
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Atirador","CURRENT",false,10,2100,2100,35,1,65.053,65.053,1366113
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Médico","PREVIOUS",false,1,3600,4500.01,75,0.8,72.9093,91.1366,328092
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Médico","PREVIOUS",false,2,2880,3600,60,0.8,72.9093,91.1366,524947
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Médico","PREVIOUS",false,3,2400,3000,50,0.8,72.9093,91.1366,656183
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Médico","PREVIOUS",false,5,2400,3000,50,0.8,72.9093,91.1366,1093639
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Médico","PREVIOUS",false,10,2100,2625,43.75,0.8,72.9093,91.1366,1913868
2,5,"Besta de Descontaminação","EXTERMINIO",50,"Médico","CURRENT",false,1,3600,3600,60,1,76.5584,76.5584,275610
